#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
PRW57564.1	554065.XP_005847625.1	8.66e-268	739.0	COG0554@1|root,KOG0726@2759|Eukaryota,37NGE@33090|Viridiplantae,34HGG@3041|Chlorophyta	3041|Chlorophyta	O	Belongs to the AAA ATPase family	-	-	-	ko:K03062	ko03050,ko05165,ko05169,ko05203,map03050,map05165,map05169,map05203	M00341	-	-	ko00000,ko00001,ko00002,ko03051	-	-	-	AAA
PRW57567.1	554065.XP_005847209.1	1.57e-88	283.0	COG0457@1|root,2S0TB@2759|Eukaryota,37V2I@33090|Viridiplantae,34HRV@3041|Chlorophyta	3041|Chlorophyta	S	Tetratricopeptide repeat	-	-	-	-	-	-	-	-	-	-	-	-	TPR_16
PRW57569.1	554065.XP_005847563.1	3.37e-137	395.0	COG1024@1|root,KOG1683@2759|Eukaryota,37U6U@33090|Viridiplantae,34HNZ@3041|Chlorophyta	3041|Chlorophyta	I	Belongs to the enoyl-CoA hydratase isomerase family	-	-	5.3.3.8	ko:K13238	ko00071,map00071	-	R04756	RC01078	ko00000,ko00001,ko01000	-	-	-	ECH_1
PRW57572.1	554065.XP_005847800.1	3.35e-255	717.0	COG0019@1|root,KOG0622@2759|Eukaryota,37JRD@33090|Viridiplantae,34J9B@3041|Chlorophyta	3041|Chlorophyta	E	Belongs to the Orn Lys Arg decarboxylase class-II family	ODC1	-	4.1.1.17	ko:K01581	ko00330,ko00480,ko01100,ko01110,ko01130,map00330,map00480,map01100,map01110,map01130	M00134	R00670	RC00299	ko00000,ko00001,ko00002,ko01000	-	-	-	Orn_Arg_deC_N,Orn_DAP_Arg_deC
PRW57573.1	554065.XP_005849333.1	7.96e-92	277.0	2A57D@1|root,2SAA0@2759|Eukaryota,37XD1@33090|Viridiplantae,34IY3@3041|Chlorophyta	3041|Chlorophyta	S	Protein of unknown function (DUF3429)	-	-	-	-	-	-	-	-	-	-	-	-	DUF3429
PRW57574.1	3075.A0A087SJX9	6.94e-259	741.0	KOG2140@1|root,KOG2140@2759|Eukaryota,37KC6@33090|Viridiplantae,34H6X@3041|Chlorophyta	3041|Chlorophyta	S	Domain in DAP-5, eIF4G, MA-3 and other proteins.	-	-	-	ko:K13100	-	-	-	-	ko00000,ko03041	-	-	-	MA3,MIF4G
PRW57575.1	3075.A0A087SJX9	2.75e-256	735.0	KOG2140@1|root,KOG2140@2759|Eukaryota,37KC6@33090|Viridiplantae,34H6X@3041|Chlorophyta	3041|Chlorophyta	S	Domain in DAP-5, eIF4G, MA-3 and other proteins.	-	-	-	ko:K13100	-	-	-	-	ko00000,ko03041	-	-	-	MA3,MIF4G
PRW57579.1	554065.XP_005849180.1	1.05e-188	556.0	KOG2727@1|root,KOG2727@2759|Eukaryota,37HZW@33090|Viridiplantae,34N6V@3041|Chlorophyta	3041|Chlorophyta	U	Rab3 GTPase-activating protein regulatory subunit N-terminus	-	-	-	ko:K19937	-	-	-	-	ko00000,ko04131	-	-	-	RAB3GAP2_N
PRW57580.1	554065.XP_005847706.1	2.62e-176	510.0	COG0446@1|root,KOG2755@2759|Eukaryota,37U02@33090|Viridiplantae,34HIN@3041|Chlorophyta	3041|Chlorophyta	S	Pyridine nucleotide-disulphide oxidoreductase	-	-	-	-	-	-	-	-	-	-	-	-	Pyr_redox_2
PRW57581.1	554065.XP_005847605.1	1.44e-74	228.0	COG2110@1|root,KOG2633@2759|Eukaryota,37P9J@33090|Viridiplantae,34M1D@3041|Chlorophyta	3041|Chlorophyta	BK	Appr-1'-p processing enzyme	-	-	-	-	-	-	-	-	-	-	-	-	Macro
PRW57584.1	554065.XP_005847746.1	0.0	1224.0	KOG0276@1|root,KOG0276@2759|Eukaryota,37HJ2@33090|Viridiplantae,34JH9@3041|Chlorophyta	3041|Chlorophyta	U	The coatomer is a cytosolic protein complex that binds to dilysine motifs and reversibly associates with Golgi non- clathrin-coated vesicles, which further mediate biosynthetic protein transport from the ER, via the Golgi up to the trans Golgi network. Coatomer complex is required for budding from Golgi membranes, and is essential for the retrograde Golgi-to-ER transport of dilysine-tagged proteins	-	-	-	ko:K17302	-	-	-	-	ko00000,ko04131,ko04147	-	-	-	Coatomer_WDAD,WD40
PRW57585.1	3075.A0A087SG37	1.18e-288	801.0	COG0442@1|root,KOG4163@2759|Eukaryota,37NEU@33090|Viridiplantae,34GXH@3041|Chlorophyta	3041|Chlorophyta	J	Prolyl-tRNA synthetase, C-terminal	-	-	6.1.1.15	ko:K01881	ko00970,map00970	M00359,M00360	R03661	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016	-	-	-	HGTP_anticodon,ProRS-C_1,tRNA-synt_2b
PRW57586.1	3075.A0A087SG37	4.84e-285	792.0	COG0442@1|root,KOG4163@2759|Eukaryota,37NEU@33090|Viridiplantae,34GXH@3041|Chlorophyta	3041|Chlorophyta	J	Prolyl-tRNA synthetase, C-terminal	-	-	6.1.1.15	ko:K01881	ko00970,map00970	M00359,M00360	R03661	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016	-	-	-	HGTP_anticodon,ProRS-C_1,tRNA-synt_2b
PRW57587.1	554065.XP_005847762.1	2.25e-131	404.0	COG4208@1|root,2S1HK@2759|Eukaryota,37WI3@33090|Viridiplantae,34JZZ@3041|Chlorophyta	3041|Chlorophyta	P	Binding-protein-dependent transport system inner membrane component	-	-	-	ko:K02047	ko00920,ko02010,map00920,map02010	M00185	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.6.1,3.A.1.6.3	-	-	BPD_transp_1
PRW57593.1	554065.XP_005849388.1	5.53e-74	259.0	28NY4@1|root,2QVII@2759|Eukaryota,37HZD@33090|Viridiplantae,34P22@3041|Chlorophyta	3041|Chlorophyta	U	domain-containing protein	-	-	-	-	-	-	-	-	-	-	-	-	PX
PRW57595.1	3075.A0A087SKH4	3.41e-90	277.0	COG5137@1|root,KOG3265@2759|Eukaryota,37M0U@33090|Viridiplantae,34HVY@3041|Chlorophyta	3041|Chlorophyta	BK	ASF1 like histone chaperone	-	-	-	ko:K10753	-	-	-	-	ko00000,ko03036	-	-	-	ASF1_hist_chap
PRW57596.1	554065.XP_005850910.1	3.42e-296	861.0	COG3533@1|root,2QRCI@2759|Eukaryota,37ISY@33090|Viridiplantae,34HZQ@3041|Chlorophyta	3041|Chlorophyta	S	Beta-L-arabinofuranosidase, GH127	-	-	-	ko:K09955	-	-	-	-	ko00000	-	-	-	AbfB,Glyco_hydro_127
PRW57597.1	554065.XP_005847591.1	1.31e-207	629.0	COG1736@1|root,KOG2648@2759|Eukaryota,37IX3@33090|Viridiplantae,34H40@3041|Chlorophyta	3041|Chlorophyta	J	Putative diphthamide synthesis protein	-	-	2.5.1.108	ko:K07561	-	-	R10455	RC00021,RC03180	ko00000,ko01000,ko03012	-	-	-	Diphthamide_syn
PRW57598.1	554065.XP_005847601.1	2.42e-222	619.0	COG3239@1|root,2QQNB@2759|Eukaryota,37ITJ@33090|Viridiplantae,34HWG@3041|Chlorophyta	3041|Chlorophyta	I	Fatty acid desaturase	-	-	1.14.19.22,1.14.19.6	ko:K10256	ko01040,ko01212,map01040,map01212	-	R11043,R11044	RC00917	ko00000,ko00001,ko01000,ko01004	-	-	-	DUF3474,FA_desaturase
PRW57599.1	554065.XP_005849215.1	3.31e-59	223.0	COG0397@1|root,KOG2542@2759|Eukaryota,37N0Z@33090|Viridiplantae,34HQN@3041|Chlorophyta	3041|Chlorophyta	S	Selenoprotein O, known as YdiU in bacteria. Both members of the SelO family. Blast hits are mainly YdiU, but blast to eukaryotes gives Sel O	-	-	-	-	-	-	-	-	-	-	-	-	UPF0061
PRW57605.1	554065.XP_005843920.1	5.54e-197	605.0	COG0702@1|root,KOG1203@2759|Eukaryota,37P4E@33090|Viridiplantae,34H99@3041|Chlorophyta	3041|Chlorophyta	G	Complex I intermediate-associated protein 30 (CIA30)	-	-	-	-	-	-	-	-	-	-	-	-	CIA30,NAD_binding_10
PRW57606.1	554065.XP_005847794.1	2.7e-110	369.0	KOG2184@1|root,KOG2184@2759|Eukaryota,37JR7@33090|Viridiplantae,34NDI@3041|Chlorophyta	3041|Chlorophyta	A	glycine rich nucleic binding domain	-	-	-	ko:K19719	ko04151,ko04510,ko04512,ko04974,ko05165,map04151,map04510,map04512,map04974,map05165	-	-	-	ko00000,ko00001,ko00536	-	-	-	G-patch
PRW57607.1	554065.XP_005847543.1	1.43e-199	574.0	2CMQJ@1|root,2QRF6@2759|Eukaryota,37PRS@33090|Viridiplantae,34KQ2@3041|Chlorophyta	3041|Chlorophyta	G	Endoglucanase	-	-	3.2.1.4	ko:K01179	ko00500,ko01100,map00500,map01100	-	R06200,R11307,R11308	-	ko00000,ko00001,ko01000	-	GH5,GH9	-	Glyco_hydro_9
PRW57612.1	248742.XP_005651871.1	9.05e-92	286.0	COG0053@1|root,KOG1485@2759|Eukaryota,37PN0@33090|Viridiplantae,34K98@3041|Chlorophyta	3041|Chlorophyta	P	CDF transporter, membrane protein	MTP2	-	-	-	-	-	-	-	-	-	-	-	Cation_efflux,ZT_dimer
PRW57613.1	248742.XP_005651871.1	1.06e-91	286.0	COG0053@1|root,KOG1485@2759|Eukaryota,37PN0@33090|Viridiplantae,34K98@3041|Chlorophyta	3041|Chlorophyta	P	CDF transporter, membrane protein	MTP2	-	-	-	-	-	-	-	-	-	-	-	Cation_efflux,ZT_dimer
PRW57615.1	554065.XP_005847777.1	5.98e-35	148.0	COG0457@1|root,KOG1124@2759|Eukaryota,37VY4@33090|Viridiplantae,34IBE@3041|Chlorophyta	3041|Chlorophyta	S	HAT (Half-A-TPR) repeats	-	-	-	ko:K12855	ko03040,map03040	M00354	-	-	ko00000,ko00001,ko00002,ko03041	-	-	-	Suf,TPR_16,TPR_8
PRW57616.1	248742.XP_005648274.1	7.65e-47	157.0	COG0526@1|root,KOG0907@2759|Eukaryota,37TWW@33090|Viridiplantae,34IAA@3041|Chlorophyta	3041|Chlorophyta	O	Thioredoxin-like domain	-	-	-	-	-	-	-	-	-	-	-	-	Thioredoxin
PRW57618.1	554065.XP_005847553.1	1.86e-115	338.0	COG0663@1|root,2QTES@2759|Eukaryota,37HVB@33090|Viridiplantae,34HT9@3041|Chlorophyta	3041|Chlorophyta	E	Bacterial transferase hexapeptide (six repeats)	-	-	-	-	-	-	-	-	-	-	-	-	Hexapep
PRW57620.1	554065.XP_005847809.1	1.07e-203	606.0	COG2059@1|root,2QRJG@2759|Eukaryota,37SRV@33090|Viridiplantae,34H7Q@3041|Chlorophyta	3041|Chlorophyta	P	Chromate	-	-	-	ko:K07240	-	-	-	-	ko00000,ko02000	2.A.51.1	-	-	Chromate_transp
PRW57622.1	554065.XP_005847710.1	5.46e-165	500.0	2CFAZ@1|root,2RRFX@2759|Eukaryota,37YYS@33090|Viridiplantae,34JYY@3041|Chlorophyta	3041|Chlorophyta	S	Right handed beta helix region	-	-	-	-	-	-	-	-	-	-	-	-	Beta_helix
PRW57624.1	554065.XP_005849360.1	6.15e-106	317.0	COG0586@1|root,2RZX4@2759|Eukaryota,37VXG@33090|Viridiplantae,34HSP@3041|Chlorophyta	3041|Chlorophyta	S	SNARE associated Golgi protein	-	-	-	ko:K03975	-	-	-	-	ko00000	-	-	-	SNARE_assoc
PRW57629.1	554065.XP_005849418.1	3.91e-70	230.0	COG0564@1|root,KOG1919@2759|Eukaryota,37MY2@33090|Viridiplantae,34N24@3041|Chlorophyta	3041|Chlorophyta	A	RNA pseudouridylate synthase	-	-	-	-	-	-	-	-	-	-	-	-	PseudoU_synth_2
PRW57630.1	554065.XP_005847546.1	6.45e-308	892.0	KOG4182@1|root,KOG4182@2759|Eukaryota,37NHZ@33090|Viridiplantae,34HK1@3041|Chlorophyta	3041|Chlorophyta	S	Golgi complex component 7 (COG7)	-	-	-	ko:K20294	-	-	-	-	ko00000,ko04131	-	-	-	COG7
PRW57631.1	554065.XP_005849215.1	3.73e-272	808.0	COG0397@1|root,KOG2542@2759|Eukaryota,37N0Z@33090|Viridiplantae,34HQN@3041|Chlorophyta	3041|Chlorophyta	S	Selenoprotein O, known as YdiU in bacteria. Both members of the SelO family. Blast hits are mainly YdiU, but blast to eukaryotes gives Sel O	-	-	-	-	-	-	-	-	-	-	-	-	UPF0061
PRW57632.1	554065.XP_005849215.1	7.82e-273	808.0	COG0397@1|root,KOG2542@2759|Eukaryota,37N0Z@33090|Viridiplantae,34HQN@3041|Chlorophyta	3041|Chlorophyta	S	Selenoprotein O, known as YdiU in bacteria. Both members of the SelO family. Blast hits are mainly YdiU, but blast to eukaryotes gives Sel O	-	-	-	-	-	-	-	-	-	-	-	-	UPF0061
PRW57633.1	554065.XP_005847519.1	1.94e-101	311.0	2CMFW@1|root,2QQ8J@2759|Eukaryota,37JTQ@33090|Viridiplantae,34H4B@3041|Chlorophyta	3041|Chlorophyta	S	Phosphoglycerate mutase family	-	-	-	-	-	-	-	-	-	-	-	-	His_Phos_1
PRW57636.1	554065.XP_005847564.1	8.97e-102	338.0	2ESYW@1|root,2SVE8@2759|Eukaryota,380YR@33090|Viridiplantae,34N8B@3041|Chlorophyta	3041|Chlorophyta	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
PRW57637.1	554065.XP_005849357.1	1.48e-25	111.0	2D44A@1|root,2STU1@2759|Eukaryota,3810P@33090|Viridiplantae,34MVU@3041|Chlorophyta	3041|Chlorophyta	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
PRW57638.1	554065.XP_005847607.1	1.73e-280	798.0	COG0318@1|root,KOG1177@2759|Eukaryota,37QPF@33090|Viridiplantae,34HRZ@3041|Chlorophyta	3041|Chlorophyta	I	AMP-binding enzyme	-	-	6.2.1.26	ko:K14760	ko00130,ko01100,ko01110,map00130,map01100,map01110	-	R04030	RC00004,RC00014	ko00000,ko00001,ko01000	-	-	-	AMP-binding,AMP-binding_C
PRW57641.1	554065.XP_005847795.1	2.47e-84	264.0	COG0526@1|root,KOG0907@2759|Eukaryota,382XP@33090|Viridiplantae,34NCP@3041|Chlorophyta	3041|Chlorophyta	O	Thioredoxin	-	-	-	ko:K03671	ko04621,ko05418,map04621,map05418	-	-	-	ko00000,ko00001,ko03110	-	-	-	Thioredoxin
PRW57642.1	248742.XP_005647875.1	0.0	1168.0	COG0474@1|root,KOG0205@2759|Eukaryota,37I59@33090|Viridiplantae,34JJ7@3041|Chlorophyta	3041|Chlorophyta	P	Plasma membrane-type proton ATPase	-	-	3.6.3.6	ko:K01535	ko00190,map00190	-	-	-	ko00000,ko00001,ko01000	3.A.3.3	-	-	Cation_ATPase_N,E1-E2_ATPase,Hydrolase
PRW57643.1	248742.XP_005647875.1	0.0	1168.0	COG0474@1|root,KOG0205@2759|Eukaryota,37I59@33090|Viridiplantae,34JJ7@3041|Chlorophyta	3041|Chlorophyta	P	Plasma membrane-type proton ATPase	-	-	3.6.3.6	ko:K01535	ko00190,map00190	-	-	-	ko00000,ko00001,ko01000	3.A.3.3	-	-	Cation_ATPase_N,E1-E2_ATPase,Hydrolase
PRW57644.1	554065.XP_005847725.1	7.48e-316	930.0	28M22@1|root,2QTIS@2759|Eukaryota,37NH9@33090|Viridiplantae,34K48@3041|Chlorophyta	3041|Chlorophyta	S	WD domain, G-beta repeat	-	-	-	-	-	-	-	-	-	-	-	-	WD40
PRW57645.1	554065.XP_005847751.1	1.01e-118	379.0	KOG2769@1|root,KOG2769@2759|Eukaryota,37R2C@33090|Viridiplantae,34JFU@3041|Chlorophyta	3041|Chlorophyta	A	U4 U6 small nuclear ribonucleoprotein Prp3	PRP3	-	-	ko:K12843	ko03040,map03040	M00354	-	-	ko00000,ko00001,ko00002,ko03041	-	-	-	DUF1115,PRP3
PRW57646.1	554065.XP_005849171.1	0.0	909.0	COG5657@1|root,KOG2274@2759|Eukaryota,37QA4@33090|Viridiplantae,34JGE@3041|Chlorophyta	3041|Chlorophyta	UY	Importin-9	-	-	-	ko:K20224	-	-	-	-	ko00000,ko03009	1.I.1	-	-	Ank_2,IBN_N
PRW57647.1	554065.XP_005849415.1	8.24e-95	290.0	COG0558@1|root,KOG1617@2759|Eukaryota,37HY8@33090|Viridiplantae,34MHE@3041|Chlorophyta	3041|Chlorophyta	I	Belongs to the CDP-alcohol phosphatidyltransferase class-I family	-	-	2.7.8.41	ko:K08744	ko00564,ko01100,map00564,map01100	-	R02030	RC00002,RC00017	ko00000,ko00001,ko01000	-	-	-	CDP-OH_P_transf
PRW57649.1	3067.XP_002955061.1	0.0	2291.0	COG1429@1|root,2QT3B@2759|Eukaryota,37NX4@33090|Viridiplantae,34GX0@3041|Chlorophyta	3041|Chlorophyta	H	Magnesium chelatase subunit H	CHLH1	-	6.6.1.1	ko:K03403	ko00860,ko01100,ko01110,map00860,map01100,map01110	-	R03877	RC01012	ko00000,ko00001,ko01000	-	-	-	CobN-Mg_chel,DUF3479
PRW57651.1	554065.XP_005847731.1	2.03e-233	669.0	COG0304@1|root,KOG1394@2759|Eukaryota,37IDA@33090|Viridiplantae,34GXQ@3041|Chlorophyta	3041|Chlorophyta	H	Belongs to the beta-ketoacyl-ACP synthases family	-	-	2.3.1.179	ko:K09458	ko00061,ko00780,ko01100,ko01212,map00061,map00780,map01100,map01212	M00083,M00572	R04355,R04726,R04952,R04957,R04960,R04963,R04968,R07762,R10115,R10119	RC00039,RC02728,RC02729,RC02888	ko00000,ko00001,ko00002,ko01000,ko01004	-	-	-	Ketoacyl-synt_C,ketoacyl-synt
PRW57652.1	554065.XP_005847731.1	8.98e-230	660.0	COG0304@1|root,KOG1394@2759|Eukaryota,37IDA@33090|Viridiplantae,34GXQ@3041|Chlorophyta	3041|Chlorophyta	H	Belongs to the beta-ketoacyl-ACP synthases family	-	-	2.3.1.179	ko:K09458	ko00061,ko00780,ko01100,ko01212,map00061,map00780,map01100,map01212	M00083,M00572	R04355,R04726,R04952,R04957,R04960,R04963,R04968,R07762,R10115,R10119	RC00039,RC02728,RC02729,RC02888	ko00000,ko00001,ko00002,ko01000,ko01004	-	-	-	Ketoacyl-synt_C,ketoacyl-synt
PRW57653.1	554065.XP_005849130.1	1.25e-74	233.0	KOG3961@1|root,KOG3961@2759|Eukaryota,37TNE@33090|Viridiplantae,34I75@3041|Chlorophyta	3041|Chlorophyta	S	Parkin co-regulated protein	-	-	-	-	-	-	-	-	-	-	-	-	ParcG
PRW57654.1	554065.XP_005849130.1	1.25e-74	233.0	KOG3961@1|root,KOG3961@2759|Eukaryota,37TNE@33090|Viridiplantae,34I75@3041|Chlorophyta	3041|Chlorophyta	S	Parkin co-regulated protein	-	-	-	-	-	-	-	-	-	-	-	-	ParcG
PRW57655.1	554065.XP_005847010.1	4.32e-178	530.0	COG3268@1|root,KOG2733@2759|Eukaryota,37UNM@33090|Viridiplantae,34HTU@3041|Chlorophyta	3041|Chlorophyta	S	Saccharopine dehydrogenase NADP binding domain	-	-	-	-	-	-	-	-	-	-	-	-	Sacchrp_dh_NADP
PRW57657.1	554065.XP_005847779.1	5.61e-224	626.0	COG0040@1|root,KOG2831@2759|Eukaryota,37SEA@33090|Viridiplantae,34IBC@3041|Chlorophyta	3041|Chlorophyta	E	ATP phosphoribosyl transferase	-	-	2.4.2.17	ko:K00765	ko00340,ko01100,ko01110,ko01230,map00340,map01100,map01110,map01230	M00026	R01071	RC02819,RC03200	ko00000,ko00001,ko00002,ko01000	-	-	-	HisG,HisG_C
PRW57658.1	554065.XP_005847721.1	5.25e-199	556.0	COG0667@1|root,KOG1575@2759|Eukaryota,37PX2@33090|Viridiplantae,34H69@3041|Chlorophyta	3041|Chlorophyta	C	Aldo/keto reductase family	-	-	1.1.1.65	ko:K05275	ko00750,ko01100,ko01120,map00750,map01100,map01120	-	R01708	RC00116	ko00000,ko00001,ko01000	-	-	-	Aldo_ket_red
PRW57661.1	554065.XP_005849349.1	4.02e-17	86.3	28S4N@1|root,2R35R@2759|Eukaryota,3845M@33090|Viridiplantae,34NI3@3041|Chlorophyta	3041|Chlorophyta	S	Small acidic protein family	-	-	-	ko:K16628	ko04974,map04974	-	-	-	ko00000,ko00001	-	-	-	SMAP
PRW57662.1	554065.XP_005849349.1	8.39e-17	86.3	28S4N@1|root,2R35R@2759|Eukaryota,3845M@33090|Viridiplantae,34NI3@3041|Chlorophyta	3041|Chlorophyta	S	Small acidic protein family	-	-	-	ko:K16628	ko04974,map04974	-	-	-	ko00000,ko00001	-	-	-	SMAP
PRW57663.1	554065.XP_005849176.1	7.51e-44	144.0	COG2214@1|root,KOG0723@2759|Eukaryota,37WHK@33090|Viridiplantae,34NA4@3041|Chlorophyta	3041|Chlorophyta	O	DnaJ molecular chaperone homology domain	-	-	-	ko:K09539	-	-	-	-	ko00000,ko03029,ko03110	-	-	-	-
PRW57664.1	554065.XP_005849103.1	2.09e-186	528.0	2BZDR@1|root,2RXW6@2759|Eukaryota,37Y3Y@33090|Viridiplantae,34KAE@3041|Chlorophyta	3041|Chlorophyta	S	Fatty acid desaturase	-	-	-	-	-	-	-	-	-	-	-	-	FA_desaturase
PRW57665.1	554065.XP_005847765.1	3.08e-202	582.0	COG0285@1|root,KOG2525@2759|Eukaryota,37I8I@33090|Viridiplantae,34HK5@3041|Chlorophyta	3041|Chlorophyta	H	Mur ligase middle domain	-	-	6.3.2.12	ko:K20457	ko00790,ko01100,map00790,map01100	M00126	R02237	RC00064,RC00162	ko00000,ko00001,ko00002,ko01000	-	-	-	Mur_ligase_C,Mur_ligase_M
PRW57666.1	554065.XP_005847780.1	2.89e-50	190.0	KOG1947@1|root,KOG1947@2759|Eukaryota,37ICC@33090|Viridiplantae,34IKN@3041|Chlorophyta	3041|Chlorophyta	S	Leucine Rich repeat	-	-	-	-	-	-	-	-	-	-	-	-	LRR_6
PRW57667.1	554065.XP_005847590.1	6.01e-136	407.0	COG0484@1|root,KOG0714@2759|Eukaryota,37NB7@33090|Viridiplantae,34I1H@3041|Chlorophyta	3041|Chlorophyta	O	Domain of unknown function (DUF1977)	-	-	-	ko:K09518	ko04141,map04141	-	-	-	ko00000,ko00001,ko03110	-	-	-	DUF1977,DnaJ
PRW57668.1	554065.XP_005849196.1	4.11e-95	277.0	2BMYU@1|root,2S1N3@2759|Eukaryota,37VWY@33090|Viridiplantae,34I2F@3041|Chlorophyta	3041|Chlorophyta	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
PRW57669.1	554065.XP_005849380.1	7.37e-156	465.0	COG0183@1|root,KOG1389@2759|Eukaryota,37NKG@33090|Viridiplantae,34GPB@3041|Chlorophyta	3041|Chlorophyta	I	Belongs to the thiolase family	-	-	2.3.1.16	ko:K07513	ko00071,ko00280,ko00592,ko01040,ko01100,ko01110,ko01130,ko01212,ko03320,ko04146,map00071,map00280,map00592,map01040,map01100,map01110,map01130,map01212,map03320,map04146	M00087,M00113	R00927,R01177,R03778,R03858,R03991,R04546,R04742,R04747,R07891,R07895,R07899,R07937,R07953	RC00004,RC00326,RC00405,RC01702,RC02728	ko00000,ko00001,ko00002,ko01000	-	-	-	Thiolase_C,Thiolase_N
PRW57670.1	3075.A0A087SBZ3	1.08e-64	198.0	COG3474@1|root,KOG3453@2759|Eukaryota,37UJ3@33090|Viridiplantae,34KV4@3041|Chlorophyta	3041|Chlorophyta	C	Electron carrier protein. The oxidized form of the cytochrome c heme group can accept an electron from the heme group of the cytochrome c1 subunit of cytochrome reductase. Cytochrome c then transfers this electron to the cytochrome oxidase complex, the final protein carrier in the mitochondrial electron-transport chain	-	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005740,GO:0005758,GO:0031967,GO:0031970,GO:0031974,GO:0031975,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0044422,GO:0044424,GO:0044429,GO:0044444,GO:0044446,GO:0044464,GO:0070013	-	ko:K08738	ko00920,ko01100,ko01120,ko01524,ko02020,ko04115,ko04210,ko04214,ko04215,ko04932,ko05010,ko05012,ko05014,ko05016,ko05134,ko05145,ko05152,ko05161,ko05164,ko05167,ko05168,ko05200,ko05210,ko05222,ko05416,map00920,map01100,map01120,map01524,map02020,map04115,map04210,map04214,map04215,map04932,map05010,map05012,map05014,map05016,map05134,map05145,map05152,map05161,map05164,map05167,map05168,map05200,map05210,map05222,map05416	M00595	R10151	RC03151,RC03152	ko00000,ko00001,ko00002	3.D.4.6	-	-	Cytochrom_C
PRW57671.1	554065.XP_005847536.1	1.68e-109	354.0	COG0515@1|root,KOG0192@2759|Eukaryota,3803B@33090|Viridiplantae,34M3Y@3041|Chlorophyta	3041|Chlorophyta	T	Protein tyrosine kinase	-	-	-	-	-	-	-	-	-	-	-	-	Pkinase_Tyr
PRW57672.1	554065.XP_005849128.1	1.39e-134	393.0	2CN5C@1|root,2QTYT@2759|Eukaryota,37NMV@33090|Viridiplantae,34HYM@3041|Chlorophyta	3041|Chlorophyta	S	Domain of unknown function (DUF4033)	-	-	-	-	-	-	-	-	-	-	-	-	DUF4033
PRW57673.1	554065.XP_005849186.1	1.06e-316	892.0	KOG4328@1|root,KOG4328@2759|Eukaryota,37JIY@33090|Viridiplantae,34HPV@3041|Chlorophyta	3041|Chlorophyta	S	WD40 repeats	-	-	-	-	-	-	-	-	-	-	-	-	WD40
PRW57674.1	554065.XP_005849325.1	1.86e-181	537.0	COG0469@1|root,KOG2323@2759|Eukaryota,37I9K@33090|Viridiplantae,34JA8@3041|Chlorophyta	3041|Chlorophyta	G	Pyruvate kinase	-	-	2.7.1.40	ko:K00873	ko00010,ko00230,ko00620,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko04922,ko04930,ko05165,ko05203,ko05230,map00010,map00230,map00620,map01100,map01110,map01120,map01130,map01200,map01230,map04922,map04930,map05165,map05203,map05230	M00001,M00002,M00049,M00050	R00200,R00430,R01138,R01858,R02320	RC00002,RC00015	ko00000,ko00001,ko00002,ko01000,ko04131,ko04147	-	-	-	PK,PK_C
PRW57675.1	554065.XP_005849167.1	2.42e-178	509.0	2CZRS@1|root,2SBEM@2759|Eukaryota,381B7@33090|Viridiplantae,34MPD@3041|Chlorophyta	3041|Chlorophyta	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
PRW57676.1	554065.XP_005849167.1	2.53e-184	525.0	2CZRS@1|root,2SBEM@2759|Eukaryota,381B7@33090|Viridiplantae,34MPD@3041|Chlorophyta	3041|Chlorophyta	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
PRW57680.1	3075.A0A087SGR5	3.74e-123	385.0	KOG2433@1|root,KOG2433@2759|Eukaryota,37M4A@33090|Viridiplantae,34K31@3041|Chlorophyta	3041|Chlorophyta	S	Peptidase family C78	-	-	-	ko:K01376	-	-	-	-	ko00000,ko01000,ko01002	-	-	-	Peptidase_C78
PRW57685.1	3075.A0A087SLG6	5.4e-66	209.0	29QZ4@1|root,2RX9S@2759|Eukaryota,37TM7@33090|Viridiplantae,34NNZ@3041|Chlorophyta	3041|Chlorophyta	S	Outer envelope pore protein	-	-	-	-	-	-	-	-	-	-	-	-	-
PRW57686.1	554065.XP_005850722.1	4.08e-226	654.0	KOG0918@1|root,KOG0918@2759|Eukaryota,37RS5@33090|Viridiplantae,34J84@3041|Chlorophyta	3041|Chlorophyta	P	56kDa selenium binding protein (SBP56)	-	-	-	ko:K17285	-	-	-	-	ko00000,ko04147	-	-	-	SBP56
