#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
XP_005848735.1	554065.XP_005848735.1	1.21e-232	647.0	COG0398@1|root,KOG3140@2759|Eukaryota,37I5C@33090|Viridiplantae,34M6W@3041|Chlorophyta	3041|Chlorophyta	S	SNARE associated Golgi protein	-	-	-	-	-	-	-	-	-	-	-	-	SNARE_assoc
XP_005848736.1	554065.XP_005848736.1	0.0	2140.0	KOG4344@1|root,KOG4344@2759|Eukaryota,37SID@33090|Viridiplantae,34MQC@3041|Chlorophyta	3041|Chlorophyta	Z	Spc97 / Spc98 family	-	-	-	ko:K16572	-	-	-	-	ko00000,ko03036,ko04812	-	-	-	Spc97_Spc98
XP_005848737.1	554065.XP_005848737.1	3.32e-287	783.0	COG0807@1|root,KOG1284@2759|Eukaryota,37UAH@33090|Viridiplantae,34HNE@3041|Chlorophyta	3041|Chlorophyta	H	GTP cyclohydrolase II	-	-	3.5.4.25	ko:K01497	ko00740,ko00790,ko01100,ko01110,ko02024,map00740,map00790,map01100,map01110,map02024	M00125	R00425	RC00293,RC02504	ko00000,ko00001,ko00002,ko01000	-	-	iRC1080.CRv4_Au5_s9_g15352_t1	GTP_cyclohydro2
XP_005848738.1	554065.XP_005848738.1	1.16e-263	722.0	COG0667@1|root,KOG1575@2759|Eukaryota,37JFU@33090|Viridiplantae,34GVG@3041|Chlorophyta	3041|Chlorophyta	C	aldo keto reductase	-	-	-	-	-	-	-	-	-	-	-	-	Aldo_ket_red
XP_005848739.1	554065.XP_005847569.1	6.69e-14	73.6	2CRPS@1|root,2R8Q4@2759|Eukaryota,3821Z@33090|Viridiplantae,34NMC@3041|Chlorophyta	3041|Chlorophyta	S	MYND finger	-	-	-	-	-	-	-	-	-	-	-	-	zf-MYND
XP_005848740.1	554065.XP_005848740.1	0.0	1036.0	2CZK9@1|root,2SAS1@2759|Eukaryota,388JV@33090|Viridiplantae,34MKE@3041|Chlorophyta	3041|Chlorophyta	S	Protein of unknown function (DUF563)	-	-	-	-	-	-	-	-	-	-	-	-	DUF563
XP_005848741.1	554065.XP_005848741.1	0.0	887.0	COG4826@1|root,KOG2392@2759|Eukaryota,37WAE@33090|Viridiplantae,34MJV@3041|Chlorophyta	3041|Chlorophyta	V	Belongs to the serpin family	-	-	-	ko:K13963	ko05146,map05146	-	-	-	ko00000,ko00001	-	-	-	Serpin
XP_005848743.1	554065.XP_005848743.1	1.05e-309	846.0	COG0535@1|root,2QWFM@2759|Eukaryota,37S4P@33090|Viridiplantae,34GV3@3041|Chlorophyta	3041|Chlorophyta	S	Protein of unknown function (DUF3641)	-	-	-	-	-	-	-	-	-	-	-	-	DUF3641,Radical_SAM
XP_005848744.1	554065.XP_005848744.1	7.73e-258	709.0	KOG3059@1|root,KOG3059@2759|Eukaryota,37HWH@33090|Viridiplantae,34IHK@3041|Chlorophyta	3041|Chlorophyta	I	Phosphatidylinositol N-acetylglucosaminyltransferase	-	-	-	ko:K03859	ko00563,ko01100,map00563,map01100	-	R05916	-	ko00000,ko00001	-	-	-	GPI2
XP_005848745.1	554065.XP_005848745.1	3.84e-278	767.0	COG0275@1|root,KOG2782@2759|Eukaryota,37I85@33090|Viridiplantae,34HJG@3041|Chlorophyta	3041|Chlorophyta	M	MraW methylase family	-	-	2.1.1.199	ko:K03438	-	-	-	-	ko00000,ko01000,ko03009	-	-	-	Methyltransf_5
XP_005848749.1	554065.XP_005848749.1	0.0	891.0	COG4992@1|root,KOG1402@2759|Eukaryota,37PHI@33090|Viridiplantae,34JBY@3041|Chlorophyta	3041|Chlorophyta	E	Belongs to the class-III pyridoxal-phosphate-dependent aminotransferase family	-	-	2.6.1.13	ko:K00819	ko00330,ko01100,ko01110,ko01130,map00330,map01100,map01110,map01130	-	R00667	RC00006,RC00062	ko00000,ko00001,ko01000,ko01007	-	-	iRC1080.CRv4_Au5_s11_g2570_t1	Aminotran_3
XP_005848750.1	554065.XP_005848750.1	3.03e-71	228.0	COG0666@1|root,KOG0504@2759|Eukaryota,37N8G@33090|Viridiplantae,34MRJ@3041|Chlorophyta	3041|Chlorophyta	S	Ankyrin repeats (many copies)	-	-	-	-	-	-	-	-	-	-	-	-	Ank_2,Ank_4,Ank_5
XP_005848751.1	554065.XP_005848751.1	4.79e-250	686.0	KOG1022@1|root,KOG1022@2759|Eukaryota,37RCG@33090|Viridiplantae,34P8W@3041|Chlorophyta	33090|Viridiplantae	GMW	Glycosyl transferase family 64 domain	-	GO:0001101,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005768,GO:0005794,GO:0005802,GO:0005975,GO:0005976,GO:0006073,GO:0006629,GO:0006643,GO:0006665,GO:0006807,GO:0008150,GO:0008152,GO:0008194,GO:0008219,GO:0009664,GO:0009719,GO:0009725,GO:0009737,GO:0009888,GO:0009987,GO:0010033,GO:0010087,GO:0010383,GO:0010393,GO:0010395,GO:0010400,GO:0010401,GO:0012505,GO:0016043,GO:0016740,GO:0016757,GO:0016758,GO:0017144,GO:0030243,GO:0031410,GO:0031982,GO:0031984,GO:0032502,GO:0033993,GO:0035251,GO:0042221,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044036,GO:0044042,GO:0044237,GO:0044238,GO:0044255,GO:0044260,GO:0044262,GO:0044264,GO:0044422,GO:0044424,GO:0044431,GO:0044444,GO:0044446,GO:0044464,GO:0045229,GO:0045488,GO:0046527,GO:0048856,GO:0050896,GO:0051273,GO:0052541,GO:0052546,GO:0071554,GO:0071555,GO:0071669,GO:0071704,GO:0071840,GO:0097305,GO:0097708,GO:0098791,GO:1901564,GO:1901700	2.4.1.223,2.4.1.224,2.4.1.225	ko:K02366,ko:K02367,ko:K02369,ko:K02370,ko:K19033	ko00534,ko01100,map00534,map01100	M00059	R05930,R05935,R05936,R10138,R10139	-	br01610,ko00000,ko00001,ko00002,ko01000,ko01003,ko03011	-	GT47,GT64	-	Glyco_transf_64
XP_005848752.1	554065.XP_005848752.1	0.0	978.0	28TDQ@1|root,2R044@2759|Eukaryota,37Y32@33090|Viridiplantae,34JGY@3041|Chlorophyta	3041|Chlorophyta	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Metallophos
XP_005848754.1	554065.XP_005848754.1	2.06e-213	598.0	2CRPB@1|root,2R8NN@2759|Eukaryota,381UQ@33090|Viridiplantae,34NHX@3041|Chlorophyta	554065.XP_005848754.1|-	O	Zinc finger, C3HC4 type (RING finger)	-	-	-	-	-	-	-	-	-	-	-	-	-
XP_005848755.1	554065.XP_005848755.1	3.44e-283	773.0	COG0460@1|root,2QQBK@2759|Eukaryota,37YTN@33090|Viridiplantae,34P41@3041|Chlorophyta	3041|Chlorophyta	E	Homoserine dehydrogenase, NAD binding domain	-	-	1.1.1.3,2.7.2.4	ko:K12524	ko00260,ko00261,ko00270,ko00300,ko01100,ko01110,ko01120,ko01130,ko01230,map00260,map00261,map00270,map00300,map01100,map01110,map01120,map01130,map01230	M00016,M00017,M00018,M00526,M00527	R00480,R01773,R01775	RC00002,RC00043,RC00087	ko00000,ko00001,ko00002,ko01000	-	-	-	Homoserine_dh,NAD_binding_3
XP_005848756.1	554065.XP_005848756.1	1.47e-252	696.0	KOG4562@1|root,KOG4562@2759|Eukaryota,38AFA@33090|Viridiplantae,34NMS@3041|Chlorophyta	3041|Chlorophyta	S	Melanoma-associated antigen	-	-	-	-	-	-	-	-	-	-	-	-	MAGE
XP_005848757.1	554065.XP_005848757.1	5.19e-158	444.0	COG0200@1|root,KOG0846@2759|Eukaryota,37QWE@33090|Viridiplantae,34IN1@3041|Chlorophyta	3041|Chlorophyta	J	Ribosomal protein L15	-	-	-	ko:K02876	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L27A
XP_005848758.1	554065.XP_005848758.1	0.0	1371.0	KOG2307@1|root,KOG2307@2759|Eukaryota,37NR0@33090|Viridiplantae,34HIB@3041|Chlorophyta	3041|Chlorophyta	U	Domain of unknown function (DUF3510)	-	-	-	ko:K20289	-	-	-	-	ko00000,ko04131	-	-	-	COG2,DUF3510
XP_005848759.1	554065.XP_005848759.1	3.08e-68	206.0	2CMXE@1|root,2S3ZB@2759|Eukaryota,37W86@33090|Viridiplantae,34ND3@3041|Chlorophyta	3041|Chlorophyta	S	Belongs to the complex I LYR family	-	-	-	-	-	-	-	-	-	-	-	-	Complex1_LYR_2
XP_005848760.1	554065.XP_005848760.1	0.0	1470.0	KOG0266@1|root,KOG0266@2759|Eukaryota,37IBU@33090|Viridiplantae,34KCM@3041|Chlorophyta	3041|Chlorophyta	S	WD domain, G-beta repeat	-	-	-	ko:K17985	ko04137,ko04140,map04137,map04140	-	-	-	ko00000,ko00001,ko03029,ko04131	-	-	-	WD40
XP_005848761.1	554065.XP_005848761.1	0.0	936.0	COG5256@1|root,KOG0052@2759|Eukaryota,37KSK@33090|Viridiplantae,34H6Y@3041|Chlorophyta	3041|Chlorophyta	J	Eukaryotic translation elongation factor 1 alpha	-	-	-	ko:K03231	ko03013,ko05134,map03013,map05134	-	-	-	ko00000,ko00001,ko03012,ko03016,ko03019,ko04131,ko04147	-	-	-	GTP_EFTU,GTP_EFTU_D2,GTP_EFTU_D3
XP_005848762.1	554065.XP_005848762.1	2.68e-143	405.0	2BGJX@1|root,2S19K@2759|Eukaryota,380MM@33090|Viridiplantae,34MA7@3041|Chlorophyta	3041|Chlorophyta	O	Redoxin	-	-	-	-	-	-	-	-	-	-	-	-	Redoxin
XP_005848768.1	554065.XP_005848768.1	2.55e-290	792.0	COG1071@1|root,KOG1182@2759|Eukaryota,37NY0@33090|Viridiplantae,34JXU@3041|Chlorophyta	3041|Chlorophyta	C	Dehydrogenase E1 component	-	-	1.2.4.4	ko:K00166	ko00280,ko00640,ko01100,ko01110,ko01130,map00280,map00640,map01100,map01110,map01130	M00036	R07599,R07600,R07601,R07602,R07603,R07604,R10996,R10997	RC00027,RC00627,RC02743,RC02883,RC02949,RC02953	br01601,ko00000,ko00001,ko00002,ko01000	-	-	-	E1_dh
XP_005848769.1	554065.XP_005848769.1	3.78e-221	610.0	2E2K3@1|root,2S9TD@2759|Eukaryota,3820X@33090|Viridiplantae,34NF0@3041|Chlorophyta	3041|Chlorophyta	S	RTA1 like protein	-	-	-	-	-	-	-	-	-	-	-	-	RTA1
XP_005848770.1	554065.XP_005848770.1	5.61e-223	615.0	2E2K3@1|root,2S9TD@2759|Eukaryota,3820X@33090|Viridiplantae,34NF0@3041|Chlorophyta	3041|Chlorophyta	S	RTA1 like protein	-	-	-	-	-	-	-	-	-	-	-	-	RTA1
XP_005848771.1	554065.XP_005848771.1	1.69e-177	494.0	COG0625@1|root,KOG0867@2759|Eukaryota,37KGP@33090|Viridiplantae,34IEC@3041|Chlorophyta	3041|Chlorophyta	O	Glutathione S-transferase, N-terminal domain	-	-	2.5.1.18	ko:K00799	ko00480,ko00980,ko00982,ko00983,ko01524,ko05200,ko05204,ko05225,ko05418,map00480,map00980,map00982,map00983,map01524,map05200,map05204,map05225,map05418	-	R03522,R07002,R07003,R07004,R07023,R07024,R07025,R07026,R07069,R07070,R07083,R07084,R07091,R07092,R07093,R07094,R07100,R07113,R07116,R08280,R09409,R11905	RC00004,RC00069,RC00840,RC00948,RC01704,RC01705,RC01706,RC01758,RC01759,RC01765,RC01767,RC01769,RC02243,RC02527,RC02939,RC02940,RC02942,RC02943,RC02944	ko00000,ko00001,ko01000,ko02000	1.A.12.2.2,1.A.12.3.2	-	-	GST_N_3
XP_005848775.1	554065.XP_005848775.1	1.03e-262	726.0	KOG2736@1|root,KOG2736@2759|Eukaryota,37JEM@33090|Viridiplantae,34HJD@3041|Chlorophyta	3041|Chlorophyta	T	subunit of the gamma-secretase complex, an endoprotease complex that catalyzes the intramembrane cleavage of integral membrane proteins such as Notch receptors	-	-	-	ko:K04505	ko04310,ko04330,ko04722,ko05010,ko05165,map04310,map04330,map04722,map05010,map05165	M00682	-	-	ko00000,ko00001,ko00002,ko01000,ko01002	-	-	-	Presenilin
XP_005848777.1	554065.XP_005848777.1	0.0	964.0	COG5071@1|root,KOG1498@2759|Eukaryota,37KRM@33090|Viridiplantae,34HDF@3041|Chlorophyta	3041|Chlorophyta	O	motif in proteasome subunits, Int-6, Nip-1 and TRIP-15	-	-	-	ko:K03035	ko03050,ko05169,map03050,map05169	M00341	-	-	ko00000,ko00001,ko00002,ko03051	-	-	-	PCI
XP_005848780.1	554065.XP_005848780.1	4.75e-60	191.0	2BXFH@1|root,2QQDA@2759|Eukaryota,37JKK@33090|Viridiplantae,34J6V@3041|Chlorophyta	3041|Chlorophyta	Z	Growth-arrest specific micro-tubule binding	PF2	GO:0000226,GO:0001539,GO:0001578,GO:0003341,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005856,GO:0005929,GO:0005930,GO:0006928,GO:0006996,GO:0007010,GO:0007017,GO:0007018,GO:0008150,GO:0009987,GO:0016043,GO:0022607,GO:0030030,GO:0030031,GO:0031514,GO:0032838,GO:0034622,GO:0035082,GO:0040011,GO:0042995,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043933,GO:0044085,GO:0044422,GO:0044424,GO:0044430,GO:0044441,GO:0044444,GO:0044446,GO:0044463,GO:0044464,GO:0044782,GO:0048870,GO:0051179,GO:0051674,GO:0060271,GO:0060285,GO:0060294,GO:0065003,GO:0070286,GO:0070925,GO:0071840,GO:0097014,GO:0097729,GO:0099568,GO:0120025,GO:0120031,GO:0120036,GO:0120038	-	ko:K19942	-	-	-	-	ko00000,ko04131	-	-	-	GAS
XP_005848783.1	554065.XP_005848783.1	2.72e-149	420.0	COG1528@1|root,KOG2332@2759|Eukaryota,37KU9@33090|Viridiplantae,34HW9@3041|Chlorophyta	33090|Viridiplantae	Q	Stores iron in a soluble, non-toxic, readily available form. Important for iron homeostasis. Iron is taken up in the ferrous form and deposited as ferric hydroxides after oxidation	-	-	1.16.3.2	ko:K00522	ko04216,ko04217,ko04978,map04216,map04217,map04978	-	-	-	ko00000,ko00001,ko01000,ko04147	-	-	-	Ferritin
XP_005848785.1	554065.XP_005848785.1	1.43e-153	434.0	COG5171@1|root,KOG0864@2759|Eukaryota,37S4Z@33090|Viridiplantae,34KEV@3041|Chlorophyta	3041|Chlorophyta	U	Ran-binding domain	-	-	-	ko:K15306	ko05166,ko05203,map05166,map05203	-	-	-	ko00000,ko00001	-	-	-	Ran_BP1
XP_005848787.1	554065.XP_005848787.1	1.1e-180	506.0	KOG1441@1|root,KOG1441@2759|Eukaryota,37ISK@33090|Viridiplantae,34P52@3041|Chlorophyta	3041|Chlorophyta	EG	Triose-phosphate Transporter family	-	-	-	ko:K15285	-	-	-	-	ko00000,ko02000	-	-	-	TPT
XP_005848788.1	554065.XP_005848788.1	2.73e-100	293.0	KOG3173@1|root,KOG3173@2759|Eukaryota,37WIB@33090|Viridiplantae,34MRG@3041|Chlorophyta	3041|Chlorophyta	S	AN1-like Zinc finger	-	-	-	-	-	-	-	-	-	-	-	-	zf-A20,zf-AN1
XP_005848789.1	554065.XP_005848789.1	5.03e-226	629.0	COG1301@1|root,KOG3787@2759|Eukaryota,37TFC@33090|Viridiplantae,34MW0@3041|Chlorophyta	3041|Chlorophyta	P	Sodium:dicarboxylate symporter family	-	-	-	-	-	-	-	-	-	-	-	-	SDF
XP_005848791.1	554065.XP_005848791.1	8.35e-297	809.0	COG1179@1|root,KOG2018@2759|Eukaryota,37KU5@33090|Viridiplantae,34JCC@3041|Chlorophyta	3041|Chlorophyta	O	ThiF family	-	-	-	ko:K22132	-	-	-	-	ko00000,ko03016	-	-	-	ThiF
XP_005848792.1	554065.XP_005848792.1	8.05e-181	503.0	COG0558@1|root,KOG1617@2759|Eukaryota,37SCA@33090|Viridiplantae,34HYK@3041|Chlorophyta	3041|Chlorophyta	I	Belongs to the CDP-alcohol phosphatidyltransferase class-I family	-	-	2.7.8.5	ko:K00995	ko00564,ko01100,map00564,map01100	-	R01801	RC00002,RC00017,RC02795	ko00000,ko00001,ko01000	-	-	-	CDP-OH_P_transf
XP_005848793.1	554065.XP_005848793.1	1.18e-123	353.0	2E25Z@1|root,2S9ED@2759|Eukaryota,37WP6@33090|Viridiplantae,34IKE@3041|Chlorophyta	3041|Chlorophyta	-	-	-	-	-	-	-	-	-	-	-	-	-	-	PDZ
XP_005848794.1	554065.XP_005848794.1	0.0	2397.0	COG1199@1|root,KOG1132@2759|Eukaryota,37JR1@33090|Viridiplantae,34HB8@3041|Chlorophyta	3041|Chlorophyta	L	HELICc2	-	-	3.6.4.12	ko:K15362	ko03440,ko03460,map03440,map03460	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	DEAD_2,Helicase_C_2
XP_005848801.1	554065.XP_005848801.1	4.8e-128	364.0	COG0177@1|root,2QRUG@2759|Eukaryota,37J67@33090|Viridiplantae,34KR9@3041|Chlorophyta	3041|Chlorophyta	L	endonuclease III	-	-	4.2.99.18	ko:K10773	ko03410,map03410	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	HhH-GPD
XP_005848802.1	554065.XP_005848802.1	0.0	1156.0	KOG2053@1|root,KOG2053@2759|Eukaryota,37MJ9@33090|Viridiplantae,34K59@3041|Chlorophyta	3041|Chlorophyta	Z	N-acetyltransferase B complex (NatB) non catalytic subunit	-	-	-	ko:K17973	-	-	-	-	ko00000,ko03029	-	-	-	NatB_MDM20
XP_005848804.1	554065.XP_005848804.1	0.0	944.0	2BFXP@1|root,2S182@2759|Eukaryota,37VU5@33090|Viridiplantae,34I3N@3041|Chlorophyta	3041|Chlorophyta	S	Belongs to the MT-A70-like family	-	-	-	-	-	-	-	-	-	-	-	-	MT-A70
XP_005848805.1	554065.XP_005848806.1	7.9e-35	127.0	COG0665@1|root,KOG3923@2759|Eukaryota,37ZNF@33090|Viridiplantae,34KGC@3041|Chlorophyta	3041|Chlorophyta	E	FAD dependent oxidoreductase	-	-	1.4.3.3	ko:K00273	ko00260,ko00311,ko00330,ko00472,ko01100,ko01130,ko04146,map00260,map00311,map00330,map00472,map01100,map01130,map04146	-	R00366,R02457,R02894,R02923,R04221,R07400	RC00006,RC00018,RC00135	ko00000,ko00001,ko01000	-	-	-	DAO
XP_005848806.1	554065.XP_005848806.1	1.11e-240	660.0	COG0665@1|root,KOG3923@2759|Eukaryota,37ZNF@33090|Viridiplantae,34KGC@3041|Chlorophyta	3041|Chlorophyta	E	FAD dependent oxidoreductase	-	-	1.4.3.3	ko:K00273	ko00260,ko00311,ko00330,ko00472,ko01100,ko01130,ko04146,map00260,map00311,map00330,map00472,map01100,map01130,map04146	-	R00366,R02457,R02894,R02923,R04221,R07400	RC00006,RC00018,RC00135	ko00000,ko00001,ko01000	-	-	-	DAO
XP_005848807.1	554065.XP_005848807.1	0.0	1212.0	KOG0963@1|root,KOG0963@2759|Eukaryota,37SEU@33090|Viridiplantae,34N1T@3041|Chlorophyta	3041|Chlorophyta	K	intra-Golgi vesicle-mediated transport	-	-	-	ko:K09313	-	-	-	-	ko00000,ko03000	-	-	-	CASP_C
XP_005848810.1	554065.XP_005848810.1	1.39e-272	765.0	KOG2295@1|root,KOG2295@2759|Eukaryota,37MIX@33090|Viridiplantae,34I9G@3041|Chlorophyta	3041|Chlorophyta	A	Arsenite-resistance protein 2	-	-	-	-	-	-	-	-	-	-	-	-	ARS2,DUF3546
XP_005848811.1	554065.XP_005848811.1	3.74e-145	420.0	2CDSN@1|root,2R37Z@2759|Eukaryota,3847F@33090|Viridiplantae,34NTM@3041|Chlorophyta	3041|Chlorophyta	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Rad60-SLD
XP_005848812.1	554065.XP_005848812.1	8.33e-140	396.0	KOG3314@1|root,KOG3314@2759|Eukaryota,37M94@33090|Viridiplantae,34IBV@3041|Chlorophyta	3041|Chlorophyta	E	Belongs to the peptidase M76 family	-	-	-	ko:K18156	-	-	-	-	ko00000,ko01000,ko03029	-	-	-	Peptidase_M76
XP_005848813.1	554065.XP_005848813.1	1.7e-22	90.5	COG5253@1|root,KOG0229@2759|Eukaryota,388K8@33090|Viridiplantae,34PAF@3041|Chlorophyta	3041|Chlorophyta	T	Possible plasma membrane-binding motif in junctophilins, PIP-5-kinases and protein kinases.	-	-	-	-	-	-	-	-	-	-	-	-	MORN
XP_005848815.1	554065.XP_005848815.1	3.34e-75	229.0	KOG3856@1|root,KOG3856@2759|Eukaryota,37UUC@33090|Viridiplantae,34NUX@3041|Chlorophyta	3041|Chlorophyta	S	Histone acetyltransferase subunit NuA4	-	-	-	ko:K11344	-	-	-	-	ko00000,ko03036	-	-	-	NuA4
XP_005848816.1	554065.XP_005848816.1	0.0	892.0	COG0642@1|root,KOG0787@2759|Eukaryota,37YDX@33090|Viridiplantae,34JDV@3041|Chlorophyta	3041|Chlorophyta	T	Pyruvate dehydrogenase	-	-	2.7.11.4	ko:K00905	-	-	-	-	ko00000,ko01000,ko01001	-	-	-	BCDHK_Adom3
XP_005848817.1	554065.XP_005848817.1	2.16e-262	720.0	COG5109@1|root,KOG2817@2759|Eukaryota,37MTV@33090|Viridiplantae,34JP4@3041|Chlorophyta	3041|Chlorophyta	O	CTLH/CRA C-terminal to LisH motif domain	-	-	-	-	-	-	-	-	-	-	-	-	CLTH,zf-RING_UBOX
XP_005848821.1	554065.XP_005848821.1	4.93e-143	405.0	2C8GT@1|root,2S85E@2759|Eukaryota,37X49@33090|Viridiplantae,34IUD@3041|Chlorophyta	3041|Chlorophyta	S	Tryptophan-rich protein (DUF2389)	-	-	-	-	-	-	-	-	-	-	-	-	DUF2389
XP_005848822.1	554065.XP_005848822.1	6.81e-222	612.0	2ER8J@1|root,2SU3A@2759|Eukaryota,38103@33090|Viridiplantae,34MUB@3041|Chlorophyta	3041|Chlorophyta	-	-	-	-	-	-	-	-	-	-	-	-	-	-	CBM_20
XP_005848824.1	554065.XP_005848824.1	1.53e-107	309.0	COG5078@1|root,KOG0417@2759|Eukaryota,37QGG@33090|Viridiplantae,34MGJ@3041|Chlorophyta	3041|Chlorophyta	O	Belongs to the ubiquitin-conjugating enzyme family	-	-	2.3.2.23	ko:K13960	ko03460,map03460	-	-	-	ko00000,ko00001,ko01000,ko03400,ko04121	-	-	-	UQ_con
XP_005848825.1	554065.XP_005848825.1	8.47e-266	726.0	COG1064@1|root,KOG0023@2759|Eukaryota,37KEI@33090|Viridiplantae,34K2X@3041|Chlorophyta	3041|Chlorophyta	Q	Alcohol dehydrogenase GroES-like domain	-	-	1.1.1.195	ko:K00083	ko00940,ko01100,ko01110,map00940,map01100,map01110	M00039	R02593,R03918,R06570,R06571,R07437	RC00649	ko00000,ko00001,ko00002,ko01000	-	-	-	ADH_N,ADH_zinc_N
XP_005848832.1	554065.XP_005848832.1	0.0	1541.0	28KKT@1|root,2QT27@2759|Eukaryota,37XB5@33090|Viridiplantae,34IP2@3041|Chlorophyta	3041|Chlorophyta	S	Basal body protein	BLD10	-	-	ko:K16461	-	-	-	-	ko00000,ko03036	-	-	-	-
XP_005848833.1	554065.XP_005848833.1	0.0	1183.0	28N3Y@1|root,2QUP4@2759|Eukaryota,380BE@33090|Viridiplantae,34MBT@3041|Chlorophyta	3041|Chlorophyta	S	SECIS-binding protein 2. Binds to the SECIS element in the 3'-UTR of some mRNAs encoding selenoproteins. Binding is stimulated by SELB	SBP2	-	-	ko:K19539	-	-	-	-	ko00000,ko03012,ko03019	-	-	-	Ribosomal_L7Ae,zf-met
XP_005848835.1	554065.XP_005848835.1	0.0	983.0	COG2272@1|root,KOG1516@2759|Eukaryota,37ZIX@33090|Viridiplantae,34KPC@3041|Chlorophyta	3041|Chlorophyta	I	carboxylic ester hydrolase activity	-	-	-	-	-	-	-	-	-	-	-	-	Abhydrolase_3
XP_005848837.1	554065.XP_005848837.1	2.48e-96	280.0	COG0360@1|root,KOG4708@2759|Eukaryota,37XEN@33090|Viridiplantae,34IFX@3041|Chlorophyta	3041|Chlorophyta	J	ribosomal protein S6	MRPS6	-	-	ko:K02990	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011,ko03029	-	-	-	Ribosomal_S6
XP_005848838.1	554065.XP_005848838.1	2.75e-257	712.0	KOG3063@1|root,KOG3063@2759|Eukaryota,37IEG@33090|Viridiplantae,34H6H@3041|Chlorophyta	3041|Chlorophyta	U	Vacuolar protein sorting-associated protein 26	-	-	-	ko:K18466	ko04144,map04144	-	-	-	ko00000,ko00001,ko04131	-	-	-	Vps26
XP_005848841.1	554065.XP_005848841.1	1.18e-273	749.0	28K31@1|root,2QSHI@2759|Eukaryota,37MX8@33090|Viridiplantae,34MIF@3041|Chlorophyta	3041|Chlorophyta	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
XP_005848843.1	554065.XP_005848843.1	9.14e-139	392.0	2D8NW@1|root,2S5BV@2759|Eukaryota,37WDP@33090|Viridiplantae,34KK7@3041|Chlorophyta	3041|Chlorophyta	S	Uncharacterized conserved protein (DUF2358)	-	-	-	-	-	-	-	-	-	-	-	-	DUF2358
XP_005848845.1	554065.XP_005848845.1	2.42e-301	822.0	COG2124@1|root,KOG0157@2759|Eukaryota,37XXP@33090|Viridiplantae,34J3T@3041|Chlorophyta	3041|Chlorophyta	Q	Cytochrome P450	-	-	1.7.1.14	ko:K15877	ko00910,ko01120,map00910,map01120	M00529	R02492,R09446,R09808,R09809	RC02794	ko00000,ko00001,ko00002,ko01000	-	-	-	p450
XP_005848848.1	554065.XP_005848848.1	0.0	1279.0	28KFV@1|root,2QSX2@2759|Eukaryota,37IZS@33090|Viridiplantae,34GRG@3041|Chlorophyta	3041|Chlorophyta	T	PA domain	-	-	-	-	-	-	-	-	-	-	-	-	EGF_CA,PA
XP_005848849.1	554065.XP_005848849.1	4.43e-97	287.0	2CPYW@1|root,2R38N@2759|Eukaryota,38481@33090|Viridiplantae,34NWU@3041|Chlorophyta	3041|Chlorophyta	J	CRS1_YhbY	-	-	-	-	-	-	-	-	-	-	-	-	CRS1_YhbY
XP_005848850.1	554065.XP_005848850.1	7.25e-159	444.0	COG5035@1|root,KOG2952@2759|Eukaryota,37PEK@33090|Viridiplantae,34HKC@3041|Chlorophyta	3041|Chlorophyta	DKT	LEM3 (ligand-effect modulator 3) family / CDC50 family	-	-	-	-	-	-	-	-	-	-	-	-	CDC50
XP_005848851.1	554065.XP_005848851.1	5.11e-80	238.0	COG0254@1|root,2S8SW@2759|Eukaryota,37WVR@33090|Viridiplantae,34IF5@3041|Chlorophyta	3041|Chlorophyta	J	Belongs to the bacterial ribosomal protein bL31 family	-	-	-	ko:K02909	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L31
XP_005848852.1	554065.XP_005848852.1	9.9e-144	405.0	COG0820@1|root,2QV91@2759|Eukaryota,37KF1@33090|Viridiplantae,34JKC@3041|Chlorophyta	3041|Chlorophyta	H	Radical SAM superfamily	-	-	2.1.1.192	ko:K06941	-	-	-	-	ko00000,ko01000,ko03009	-	-	-	Fer4_14,Radical_SAM
