#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
PSC72789.1	554065.XP_005850821.1	1.91e-106	323.0	KOG2913@1|root,KOG2913@2759|Eukaryota,37JX4@33090|Viridiplantae,34M2S@3041|Chlorophyta	3041|Chlorophyta	S	Repeated motif present between transmembrane helices in cystinosin, yeast ERS1p, mannose-P-dolichol utilization defect 1, and other hypothetical proteins.	-	-	-	-	-	-	-	-	-	-	-	-	PQ-loop
PSC72790.1	554065.XP_005850115.1	5.05e-181	529.0	KOG0147@1|root,KOG0147@2759|Eukaryota,37HQC@33090|Viridiplantae,34GUC@3041|Chlorophyta	3041|Chlorophyta	A	linker between RRM2 and RRM3 domains in RBM39 protein	-	-	-	ko:K13091	-	-	-	-	ko00000,ko03041	-	-	-	RBM39linker,RRM_1
PSC72793.1	554065.XP_005850363.1	6.33e-110	318.0	COG0091@1|root,KOG3353@2759|Eukaryota,37MXY@33090|Viridiplantae,34JHE@3041|Chlorophyta	3041|Chlorophyta	J	Belongs to the universal ribosomal protein uL22 family	RPL17	-	-	ko:K02880	ko03010,map03010	M00177	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L22
PSC72794.1	554065.XP_005850479.1	2.92e-225	655.0	2BYI5@1|root,2QU5X@2759|Eukaryota,37JPD@33090|Viridiplantae,34J8Y@3041|Chlorophyta	3041|Chlorophyta	S	Domain of unknown function (DUF4336)	-	-	-	-	-	-	-	-	-	-	-	-	DUF4336
PSC72797.1	554065.XP_005850118.1	2.05e-18	91.7	2CZDQ@1|root,2S9VG@2759|Eukaryota,38424@33090|Viridiplantae,34MS5@3041|Chlorophyta	3041|Chlorophyta	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
PSC72801.1	554065.XP_005850106.1	0.0	1697.0	COG0553@1|root,KOG0385@2759|Eukaryota,37QUZ@33090|Viridiplantae,34GQ8@3041|Chlorophyta	3041|Chlorophyta	K	Chromatin-remodeling complex ATPase	-	-	-	ko:K11654	-	-	-	-	ko00000,ko01000,ko03021,ko03036	-	-	-	DBINO,HAND,Helicase_C,SLIDE,SNF2_N
PSC72802.1	554065.XP_005850685.1	0.0	1495.0	KOG1797@1|root,KOG1797@2759|Eukaryota,37PD8@33090|Viridiplantae,34I5H@3041|Chlorophyta	3041|Chlorophyta	S	Secretory pathway protein Sec39	-	-	-	ko:K20473	-	-	-	-	ko00000,ko04131	-	-	-	Sec39
PSC72803.1	554065.XP_005850575.1	1.03e-156	461.0	2DZYI@1|root,2S7ET@2759|Eukaryota,388NW@33090|Viridiplantae,34M3X@3041|Chlorophyta	3041|Chlorophyta	S	Ecdysteroid kinase	-	-	-	-	-	-	-	-	-	-	-	-	EcKinase
PSC72804.1	554065.XP_005850478.1	5.54e-208	579.0	COG0470@1|root,KOG0991@2759|Eukaryota,37MIC@33090|Viridiplantae,34JEF@3041|Chlorophyta	3041|Chlorophyta	L	Replication factor c	RFC2	-	-	ko:K10755	ko03030,ko03420,ko03430,map03030,map03420,map03430	M00289,M00295	-	-	ko00000,ko00001,ko00002,ko03032,ko03036,ko03400	-	-	-	AAA,Rep_fac_C
PSC72807.1	554065.XP_005850683.1	1.13e-232	645.0	COG1899@1|root,KOG2924@2759|Eukaryota,37M1S@33090|Viridiplantae,34JAS@3041|Chlorophyta	3041|Chlorophyta	O	Deoxyhypusine synthase	-	-	2.5.1.46	ko:K00809	-	-	-	-	ko00000,ko01000	-	-	-	DS
PSC72808.1	554065.XP_005850680.1	7.37e-178	544.0	28P3W@1|root,2QVQG@2759|Eukaryota,37NIF@33090|Viridiplantae,34IKA@3041|Chlorophyta	3041|Chlorophyta	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
PSC72809.1	554065.XP_005850566.1	0.0	1169.0	COG0423@1|root,KOG2298@2759|Eukaryota,37M30@33090|Viridiplantae,34HES@3041|Chlorophyta	3041|Chlorophyta	J	WHEP-TRS domain	-	-	6.1.1.14	ko:K01880	ko00970,map00970	M00359,M00360	R03654	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016,ko03029	-	-	-	HGTP_anticodon,WHEP-TRS,tRNA-synt_2b
PSC72812.1	3075.A0A087SCB5	1.56e-103	320.0	2E02E@1|root,2S7I6@2759|Eukaryota,37XA5@33090|Viridiplantae,34IK2@3041|Chlorophyta	3041|Chlorophyta	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ubiquitin
PSC72813.1	554065.XP_005850956.1	6.8e-131	375.0	28NRD@1|root,2QTZ8@2759|Eukaryota,37PA8@33090|Viridiplantae,34J1K@3041|Chlorophyta	3041|Chlorophyta	S	photosystem I	PSAF	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0009507,GO:0009534,GO:0009536,GO:0009543,GO:0009579,GO:0031976,GO:0031977,GO:0031978,GO:0031984,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044434,GO:0044435,GO:0044436,GO:0044444,GO:0044446,GO:0044464	-	ko:K02694	ko00195,ko01100,map00195,map01100	M00163	-	-	ko00000,ko00001,ko00002,ko00194	-	-	iRC1080.CRv4_Au5_s9_g15717_t1	PSI_PsaF
PSC72816.1	554065.XP_005850715.1	4.97e-58	183.0	COG0234@1|root,KOG1641@2759|Eukaryota,3843X@33090|Viridiplantae,34N9S@3041|Chlorophyta	3041|Chlorophyta	E	Chaperonin 10 Kd subunit	-	-	-	ko:K04078	-	-	-	-	ko00000,ko03029,ko03110	-	-	-	Cpn10
PSC72817.1	554065.XP_005850817.1	4.58e-270	746.0	COG0020@1|root,2QPJ7@2759|Eukaryota,37PU7@33090|Viridiplantae,34HGR@3041|Chlorophyta	3041|Chlorophyta	E	1-deoxy-D-xylulose 5-phosphate reductoisomerase	DXR	-	1.1.1.267	ko:K00099	ko00900,ko01100,ko01110,ko01130,map00900,map01100,map01110,map01130	M00096	R05688	RC01452	ko00000,ko00001,ko00002,ko01000	-	-	-	DXPR_C,DXP_redisom_C,DXP_reductoisom
PSC72821.1	554065.XP_005850780.1	5.63e-37	127.0	KOG3465@1|root,KOG3465@2759|Eukaryota,37V8J@33090|Viridiplantae,34N32@3041|Chlorophyta	3041|Chlorophyta	J	Signal recognition particle 9 kDa protein (SRP9)	-	-	-	ko:K03109	ko03060,map03060	-	-	-	ko00000,ko00001,ko02044	3.A.5.9	-	-	SRP9-21
PSC72824.1	554065.XP_005850353.1	5.57e-100	298.0	28MKZ@1|root,2QU4S@2759|Eukaryota,37MY7@33090|Viridiplantae,34MWA@3041|Chlorophyta	3041|Chlorophyta	S	SOUL heme-binding protein	-	-	-	-	-	-	-	-	-	-	-	-	SOUL
PSC72827.1	554065.XP_005850101.1	2.16e-207	619.0	COG1752@1|root,KOG2214@2759|Eukaryota,37NCE@33090|Viridiplantae,34HBM@3041|Chlorophyta	3041|Chlorophyta	I	Domain of unknown function (DUF3336)	-	-	2.3.1.51,3.1.1.13,3.1.1.3,3.1.1.4	ko:K14674,ko:K21596	ko00100,ko00561,ko00564,ko00565,ko00590,ko00591,ko00592,ko01100,ko01110,map00100,map00561,map00564,map00565,map00590,map00591,map00592,map01100,map01110	M00089,M00098	R01315,R01317,R01462,R02053,R02241,R02250,R02687,R07064,R07379,R07387,R07859	RC00004,RC00020,RC00037,RC00041,RC00055,RC00094,RC00523	ko00000,ko00001,ko00002,ko01000,ko03000	-	-	-	DUF3336,Patatin
PSC72829.1	554065.XP_005850783.1	1.93e-280	773.0	COG4870@1|root,KOG4296@1|root,KOG1543@2759|Eukaryota,KOG4296@2759|Eukaryota,37S7C@33090|Viridiplantae,34J7N@3041|Chlorophyta	3041|Chlorophyta	O	Belongs to the peptidase C1 family	-	-	3.4.22.15	ko:K01365,ko:K16292	ko04140,ko04142,ko04145,ko04210,ko04612,ko05205,ko05323,ko05418,map04140,map04142,map04145,map04210,map04612,map05205,map05323,map05418	-	-	-	ko00000,ko00001,ko00537,ko01000,ko01002,ko03110	-	-	-	Granulin,Inhibitor_I29,Peptidase_C1
PSC72831.1	554065.XP_005850120.1	0.0	969.0	COG0296@1|root,KOG0470@2759|Eukaryota,37Y8D@33090|Viridiplantae,34JD4@3041|Chlorophyta	3041|Chlorophyta	G	1,4-alpha-glucan branching enzyme activity	-	-	3.2.1.68	ko:K01214	ko00500,ko01100,ko01110,map00500,map01100,map01110	M00565	R09995,R11261	-	ko00000,ko00001,ko00002,ko01000	-	CBM48,GH13	-	-
PSC72832.1	554065.XP_005850480.1	3.82e-91	268.0	COG1963@1|root,2S2DJ@2759|Eukaryota,37VN5@33090|Viridiplantae,34KSV@3041|Chlorophyta	3041|Chlorophyta	S	Divergent PAP2 family	-	-	-	ko:K09775	-	-	-	-	ko00000	-	-	-	DUF212
PSC72833.1	554065.XP_005850520.1	3.89e-93	286.0	28JKH@1|root,2QRZS@2759|Eukaryota,37V2C@33090|Viridiplantae,34HZ3@3041|Chlorophyta	3041|Chlorophyta	Z	Domain of unknown function (DUF4200)	-	GO:0000226,GO:0001578,GO:0003341,GO:0003674,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005856,GO:0005929,GO:0005930,GO:0006928,GO:0006996,GO:0007010,GO:0007017,GO:0007018,GO:0008150,GO:0009987,GO:0016043,GO:0022607,GO:0030030,GO:0030031,GO:0031514,GO:0032838,GO:0034622,GO:0035082,GO:0036159,GO:0040011,GO:0042995,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043933,GO:0044085,GO:0044422,GO:0044424,GO:0044430,GO:0044441,GO:0044444,GO:0044446,GO:0044447,GO:0044463,GO:0044464,GO:0044782,GO:0044877,GO:0048870,GO:0050790,GO:0051179,GO:0051336,GO:0051674,GO:0060271,GO:0065003,GO:0065007,GO:0065009,GO:0070286,GO:0070840,GO:0070925,GO:0071840,GO:0097014,GO:0097545,GO:0099568,GO:0120025,GO:0120031,GO:0120036,GO:0120038,GO:2000574	-	-	-	-	-	-	-	-	-	-	DUF4200
PSC72835.1	3055.EDP09235	4.8e-218	634.0	COG0451@1|root,KOG1429@2759|Eukaryota,37J0N@33090|Viridiplantae,34GQ4@3041|Chlorophyta	3041|Chlorophyta	GM	GDP-mannose 4,6 dehydratase	-	-	5.1.3.18	ko:K10046	ko00053,ko00520,ko01100,ko01110,map00053,map00520,map01100,map01110	M00114	R00889,R07672,R07673	RC00289,RC00403,RC01780	ko00000,ko00001,ko00002,ko01000	-	-	-	Epimerase
PSC72837.1	3075.A0A087SCB2	2.07e-155	459.0	COG1310@1|root,KOG2880@2759|Eukaryota,37MJY@33090|Viridiplantae,34JW5@3041|Chlorophyta	3041|Chlorophyta	T	JAB/MPN domain	-	-	3.4.19.12	ko:K11866	ko04144,map04144	-	-	-	ko00000,ko00001,ko01000,ko01002,ko04121,ko04131	-	-	-	JAB
PSC72840.1	554065.XP_005850508.1	5.37e-69	215.0	COG0198@1|root,KOG1708@2759|Eukaryota,37WF0@33090|Viridiplantae,34P60@3041|Chlorophyta	3041|Chlorophyta	J	Ribosomal proteins 50S L24/mitochondrial 39S L24	-	-	-	ko:K02895	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	KOW,ribosomal_L24
PSC72841.1	554065.XP_005850950.1	3.95e-177	530.0	KOG2592@1|root,KOG2592@2759|Eukaryota,37N88@33090|Viridiplantae,34HPZ@3041|Chlorophyta	3041|Chlorophyta	S	Serine incorporator (Serinc)	-	-	-	-	-	-	-	-	-	-	-	-	Serinc
PSC72842.1	554065.XP_005850512.1	5.87e-272	827.0	2ERA1@1|root,2SU4K@2759|Eukaryota,381HT@33090|Viridiplantae,34N4C@3041|Chlorophyta	3041|Chlorophyta	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
PSC72843.1	3075.A0A087STF4	3.29e-21	99.0	2EMG2@1|root,2SR4V@2759|Eukaryota,382DS@33090|Viridiplantae,34NJG@3041|Chlorophyta	3041|Chlorophyta	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
PSC72844.1	3075.A0A087STF4	3.33e-21	99.0	2EMG2@1|root,2SR4V@2759|Eukaryota,382DS@33090|Viridiplantae,34NJG@3041|Chlorophyta	3041|Chlorophyta	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
PSC72845.1	3075.A0A087SCE0	2.55e-130	400.0	COG0500@1|root,KOG1499@2759|Eukaryota,37MCJ@33090|Viridiplantae,34HDG@3041|Chlorophyta	3041|Chlorophyta	KOT	Belongs to the class I-like SAM-binding methyltransferase superfamily. Protein arginine N- methyltransferase family	-	-	2.1.1.319	ko:K11436	-	-	R11216,R11217,R11219	RC00003,RC02120,RC03388,RC03390	ko00000,ko01000,ko03036	-	-	-	Methyltransf_25
PSC72846.1	3075.A0A087SCE0	2.63e-130	400.0	COG0500@1|root,KOG1499@2759|Eukaryota,37MCJ@33090|Viridiplantae,34HDG@3041|Chlorophyta	3041|Chlorophyta	KOT	Belongs to the class I-like SAM-binding methyltransferase superfamily. Protein arginine N- methyltransferase family	-	-	2.1.1.319	ko:K11436	-	-	R11216,R11217,R11219	RC00003,RC02120,RC03388,RC03390	ko00000,ko01000,ko03036	-	-	-	Methyltransf_25
PSC72847.1	554065.XP_005849357.1	3.88e-37	133.0	2D44A@1|root,2STU1@2759|Eukaryota,3810P@33090|Viridiplantae,34MVU@3041|Chlorophyta	3041|Chlorophyta	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
PSC72848.1	554065.XP_005850816.1	1.12e-205	573.0	KOG0583@1|root,KOG0583@2759|Eukaryota,37YJV@33090|Viridiplantae,34JUC@3041|Chlorophyta	2759|Eukaryota	T	Sulfur stress regulator	-	-	2.7.11.1	ko:K14498	ko04016,ko04075,map04016,map04075	-	-	-	ko00000,ko00001,ko01000,ko01001	-	-	-	Pkinase
PSC72849.1	554065.XP_005850116.1	2.81e-30	108.0	KOG0009@1|root,KOG0009@2759|Eukaryota,37W8I@33090|Viridiplantae,34IM5@3041|Chlorophyta	3041|Chlorophyta	J	Belongs to the eukaryotic ribosomal protein eS30 family	RPS30	-	-	ko:K02983	ko03010,map03010	M00177,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011,ko04121	-	-	-	Ribosomal_S30
PSC72850.1	554065.XP_005850778.1	2.24e-138	408.0	COG0190@1|root,KOG0089@2759|Eukaryota,37Y04@33090|Viridiplantae,34KBM@3041|Chlorophyta	3041|Chlorophyta	H	Tetrahydrofolate dehydrogenase/cyclohydrolase, catalytic domain	-	-	-	-	-	-	-	-	-	-	-	-	THF_DHG_CYH,THF_DHG_CYH_C
PSC72851.1	554065.XP_005850849.1	2.41e-147	446.0	28P38@1|root,2QVPR@2759|Eukaryota,37PVW@33090|Viridiplantae,34IF4@3041|Chlorophyta	3041|Chlorophyta	S	Plant specific eukaryotic initiation factor 4B	-	-	-	-	-	-	-	-	-	-	-	-	eIF-4B
PSC72858.1	554065.XP_005850999.1	8.97e-47	151.0	2ANPI@1|root,2RZEV@2759|Eukaryota,37UGZ@33090|Viridiplantae,34IDF@3041|Chlorophyta	3041|Chlorophyta	S	Protein of unknown function (DUF2499)	-	-	-	-	-	-	-	-	-	-	-	-	DUF2499
PSC72859.1	554065.XP_005850481.1	1.54e-51	167.0	COG0454@1|root,KOG3396@2759|Eukaryota,37U5I@33090|Viridiplantae,34IBY@3041|Chlorophyta	3041|Chlorophyta	M	Acetyltransferase (GNAT) family	-	-	2.3.1.4	ko:K00621	ko00520,map00520	-	R02058	RC00004,RC00166	ko00000,ko00001,ko01000	-	-	iRC1080.CRv4_Au5_s12_g4266_t1	Acetyltransf_1
PSC72860.1	554065.XP_005850487.1	6.12e-117	385.0	COG0724@1|root,KOG0108@2759|Eukaryota,37RRP@33090|Viridiplantae,34M6F@3041|Chlorophyta	3041|Chlorophyta	A	Hinge domain of cleavage stimulation factor subunit 2	-	-	-	ko:K14407	ko03015,map03015	-	-	-	ko00000,ko00001,ko03019	-	-	-	CSTF2_hinge,CSTF_C,RRM_1
PSC72863.1	554065.XP_005850487.1	0.0	981.0	COG0724@1|root,KOG0108@2759|Eukaryota,37RRP@33090|Viridiplantae,34M6F@3041|Chlorophyta	3041|Chlorophyta	A	Hinge domain of cleavage stimulation factor subunit 2	-	-	-	ko:K14407	ko03015,map03015	-	-	-	ko00000,ko00001,ko03019	-	-	-	CSTF2_hinge,CSTF_C,RRM_1
PSC72864.1	554065.XP_005850964.1	5.41e-260	726.0	COG1252@1|root,KOG2495@2759|Eukaryota,37I8M@33090|Viridiplantae,34K56@3041|Chlorophyta	3041|Chlorophyta	C	Pyridine nucleotide-disulphide oxidoreductase	-	-	1.6.5.9	ko:K17871	-	-	-	-	ko00000,ko01000	-	-	-	Pyr_redox_2
PSC72865.1	554065.XP_005850104.1	7.35e-145	455.0	KOG1032@1|root,KOG1032@2759|Eukaryota,37IJ8@33090|Viridiplantae,34M0A@3041|Chlorophyta	3041|Chlorophyta	S	domain in glucosyltransferases, myotubularins and other putative membrane-associated proteins	-	-	-	-	-	-	-	-	-	-	-	-	DUF4782,GRAM
PSC72869.1	554065.XP_005850980.1	7.67e-188	572.0	COG0486@1|root,KOG1191@2759|Eukaryota,37KHP@33090|Viridiplantae,34HG3@3041|Chlorophyta	3041|Chlorophyta	J	Belongs to the TRAFAC class TrmE-Era-EngA-EngB-Septin- like GTPase superfamily. TrmE GTPase family	-	-	-	ko:K03650	-	-	R08701	RC00053,RC00209,RC00870	ko00000,ko01000,ko03016	-	-	-	MMR_HSR1,MnmE_helical,TrmE_N
PSC72871.1	554065.XP_005850959.1	1.7e-295	845.0	COG1204@1|root,KOG0952@2759|Eukaryota,37NIP@33090|Viridiplantae,34H0A@3041|Chlorophyta	3041|Chlorophyta	A	Sec63 Brl domain	MER3	-	3.6.4.12	ko:K15271	-	-	-	-	ko00000,ko01000,ko03400	-	-	-	DEAD,Helicase_C,Sec63,zf-CCHC
PSC72872.1	554065.XP_005850959.1	6.11e-296	846.0	COG1204@1|root,KOG0952@2759|Eukaryota,37NIP@33090|Viridiplantae,34H0A@3041|Chlorophyta	3041|Chlorophyta	A	Sec63 Brl domain	MER3	-	3.6.4.12	ko:K15271	-	-	-	-	ko00000,ko01000,ko03400	-	-	-	DEAD,Helicase_C,Sec63,zf-CCHC
PSC72876.1	554065.XP_005850789.1	0.0	1023.0	KOG1938@1|root,KOG1938@2759|Eukaryota,37K9Z@33090|Viridiplantae,34HKB@3041|Chlorophyta	3041|Chlorophyta	D	ER-Golgi trafficking TRAPP I complex 85 kDa subunit	-	-	-	ko:K20305	-	-	-	-	ko00000,ko04131	-	-	-	TRAPPC-Trs85,TRAPPC9-Trs120
PSC72877.1	554065.XP_005850674.1	1.73e-144	426.0	KOG0266@1|root,KOG0266@2759|Eukaryota,37JE5@33090|Viridiplantae,34P1P@3041|Chlorophyta	3041|Chlorophyta	S	WD40 repeats	-	-	-	-	-	-	-	-	-	-	-	-	WD40
PSC72881.1	248742.XP_005646660.1	2.17e-42	160.0	COG0624@1|root,KOG2275@2759|Eukaryota,37Q0X@33090|Viridiplantae,34N00@3041|Chlorophyta	3041|Chlorophyta	E	aminoacylase activity	-	-	-	-	-	-	-	-	-	-	-	-	-
PSC72882.1	248742.XP_005649597.1	2.16e-62	216.0	2E8GG@1|root,2SEYN@2759|Eukaryota,37XKV@33090|Viridiplantae,34NMB@3041|Chlorophyta	3041|Chlorophyta	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
PSC72883.1	554065.XP_005850949.1	1.41e-289	811.0	COG0402@1|root,2R7JU@2759|Eukaryota,37YQM@33090|Viridiplantae,34J0Y@3041|Chlorophyta	3041|Chlorophyta	G	Amidohydrolase family	-	-	-	-	-	-	-	-	-	-	-	-	Amidohydro_3
PSC72884.1	554065.XP_005850963.1	0.0	1175.0	COG0464@1|root,KOG0741@2759|Eukaryota,37I7D@33090|Viridiplantae,34HEE@3041|Chlorophyta	3041|Chlorophyta	O	AAA domain (Cdc48 subfamily)	-	-	3.6.4.6	ko:K06027	ko04138,ko04721,ko04727,ko04962,map04138,map04721,map04727,map04962	-	-	-	ko00000,ko00001,ko01000,ko04131	1.F.1.1	-	-	AAA,CDC48_N
PSC72885.1	554065.XP_005850961.1	9.32e-251	711.0	KOG3706@1|root,KOG3706@2759|Eukaryota,37SBW@33090|Viridiplantae,34J72@3041|Chlorophyta	3041|Chlorophyta	S	Cupin superfamily protein	-	-	1.14.11.27	ko:K16914	-	-	-	-	ko00000,ko01000,ko03009,ko03036	-	-	-	Cupin_4
PSC72886.1	554065.XP_005850514.1	3.84e-127	405.0	COG5222@1|root,KOG0314@2759|Eukaryota,37N5V@33090|Viridiplantae,34I4R@3041|Chlorophyta	3041|Chlorophyta	O	DWNN	-	-	2.3.2.27	ko:K10624	-	-	-	-	ko00000,ko01000,ko04121	-	-	-	DWNN,zf-CCHC_2
PSC72887.1	554065.XP_005850711.1	0.0	1568.0	COG0553@1|root,KOG0298@2759|Eukaryota,37IJD@33090|Viridiplantae,34GSE@3041|Chlorophyta	3041|Chlorophyta	L	SNF2 family N-terminal domain	-	-	2.3.2.27	ko:K15710	-	-	-	-	ko00000,ko01000,ko04121	-	-	-	Helicase_C,PHD,SNF2_N,zf-C3HC4
PSC72888.1	554065.XP_005850577.1	7.61e-74	263.0	COG0037@1|root,2QQNE@2759|Eukaryota,37NDV@33090|Viridiplantae,34ND9@3041|Chlorophyta	3041|Chlorophyta	D	PP-loop family	-	-	6.3.4.19	ko:K04075	-	-	R09597	RC02633,RC02634	ko00000,ko01000,ko03016	-	-	-	ATP_bind_3
PSC72892.1	554065.XP_005850672.1	4.2e-130	379.0	KOG4840@1|root,KOG4840@2759|Eukaryota,37HGB@33090|Viridiplantae,34KUY@3041|Chlorophyta	3041|Chlorophyta	S	Protein of unknown function (DUF1749)	-	-	-	-	-	-	-	-	-	-	-	-	DUF1749
PSC72898.1	554065.XP_005850117.1	1.87e-166	492.0	KOG1441@1|root,KOG1441@2759|Eukaryota,37IB1@33090|Viridiplantae,34JEM@3041|Chlorophyta	3041|Chlorophyta	EG	phosphate phosphoenolpyruvate translocator	-	-	-	ko:K15283	-	-	-	-	ko00000,ko02000	2.A.7.9	-	-	TPT
PSC72902.1	554065.XP_005850352.1	4.47e-63	207.0	COG2967@1|root,KOG4408@2759|Eukaryota,37RMK@33090|Viridiplantae,34KUX@3041|Chlorophyta	3041|Chlorophyta	P	ApaG domain	-	-	-	ko:K06195	-	-	-	-	ko00000	-	-	-	DUF525,UVR
PSC72903.1	554065.XP_005850677.1	1.11e-209	622.0	COG0469@1|root,KOG2323@2759|Eukaryota,37I17@33090|Viridiplantae,34J4Q@3041|Chlorophyta	3041|Chlorophyta	G	Belongs to the pyruvate kinase family	-	-	2.7.1.40	ko:K00873	ko00010,ko00230,ko00620,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko04922,ko04930,ko05165,ko05203,ko05230,map00010,map00230,map00620,map01100,map01110,map01120,map01130,map01200,map01230,map04922,map04930,map05165,map05203,map05230	M00001,M00002,M00049,M00050	R00200,R00430,R01138,R01858,R02320	RC00002,RC00015	ko00000,ko00001,ko00002,ko01000,ko04131,ko04147	-	-	-	PK,PK_C
PSC72905.1	554065.XP_005850826.1	5.98e-122	366.0	COG0697@1|root,KOG3912@2759|Eukaryota,37ZZW@33090|Viridiplantae,34M4U@3041|Chlorophyta	3041|Chlorophyta	EG	negative regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway	-	-	-	-	-	-	-	-	-	-	-	-	EamA
PSC72906.1	554065.XP_005850358.1	2.44e-80	248.0	COG5102@1|root,KOG2887@2759|Eukaryota,37J5C@33090|Viridiplantae,34KU1@3041|Chlorophyta	3041|Chlorophyta	U	May be involved in fusion of retrograde transport vesicles derived from an endocytic compartment with the Golgi complex	-	-	-	-	-	-	-	-	-	-	-	-	Got1
PSC72909.1	554065.XP_005850989.1	3.65e-59	207.0	KOG4308@1|root,KOG4308@2759|Eukaryota,37WSS@33090|Viridiplantae,34IFZ@3041|Chlorophyta	3041|Chlorophyta	S	Leucine Rich repeat	-	-	-	-	-	-	-	-	-	-	-	-	LRR_6
PSC72910.1	554065.XP_005846007.1	3.8e-23	108.0	COG5064@1|root,KOG0166@2759|Eukaryota,37HJI@33090|Viridiplantae,34H50@3041|Chlorophyta	33090|Viridiplantae	U	Belongs to the importin alpha family	-	-	-	-	-	-	-	-	-	-	-	-	Arm
PSC72911.1	554065.XP_005850684.1	1.31e-71	224.0	28KQ5@1|root,2QT65@2759|Eukaryota,37ITT@33090|Viridiplantae,34MSA@3041|Chlorophyta	3041|Chlorophyta	S	Chloroplast import apparatus Tic20-like	TIC20	-	-	-	-	-	-	-	-	-	-	-	TIC20
PSC72912.1	554065.XP_005850676.1	1.44e-190	537.0	COG0508@1|root,KOG0559@2759|Eukaryota,37KD6@33090|Viridiplantae,34H3J@3041|Chlorophyta	3041|Chlorophyta	C	2-oxoglutarate dehydrogenase E2	-	-	2.3.1.61	ko:K00658	ko00020,ko00310,ko01100,ko01110,ko01120,ko01130,ko01200,map00020,map00310,map01100,map01110,map01120,map01130,map01200	M00009,M00011,M00032	R02570,R02571,R08549	RC00004,RC02727,RC02833	br01601,ko00000,ko00001,ko00002,ko01000	-	-	-	2-oxoacid_dh,Biotin_lipoyl
PSC72913.1	554065.XP_005845457.1	4.38e-182	555.0	COG0408@1|root,COG3119@1|root,KOG1518@2759|Eukaryota,KOG3731@2759|Eukaryota,37SF7@33090|Viridiplantae,34GUR@3041|Chlorophyta	3041|Chlorophyta	H	coproporphyrinogen III oxidase	-	-	1.3.3.3	ko:K00228	ko00860,ko01100,ko01110,map00860,map01100,map01110	M00121	R03220	RC00884	ko00000,ko00001,ko00002,ko01000	-	-	-	Coprogen_oxidas
PSC72914.1	554065.XP_005850359.1	1.82e-213	638.0	COG0263@1|root,KOG1154@2759|Eukaryota,37TC5@33090|Viridiplantae,34H7A@3041|Chlorophyta	3041|Chlorophyta	E	Glutamate 5-kinase	-	-	2.7.2.11	ko:K00931	ko00330,ko00332,ko01100,ko01130,ko01230,map00330,map00332,map01100,map01130,map01230	M00015	R00239	RC00002,RC00043	ko00000,ko00001,ko00002,ko01000	-	-	-	AA_kinase,PUA
PSC72915.1	554065.XP_005849956.1	8.98e-74	251.0	COG0513@1|root,KOG0339@2759|Eukaryota,37R3K@33090|Viridiplantae,34JHG@3041|Chlorophyta	3041|Chlorophyta	A	Belongs to the DEAD box helicase family	-	-	3.6.4.13	ko:K12835	ko03040,map03040	M00352	-	-	ko00000,ko00001,ko00002,ko01000,ko03041	-	-	-	DEAD,Helicase_C
PSC72917.1	554065.XP_005850957.1	5.69e-93	283.0	2AH3C@1|root,2S85F@2759|Eukaryota,37WZV@33090|Viridiplantae,34IPR@3041|Chlorophyta	3041|Chlorophyta	S	Domain of unknown function (DUF3067)	-	-	-	-	-	-	-	-	-	-	-	-	DUF3067
