Orthogroup	oneline_c_sorokiniana_genome_proteins	oneline_c_variabilis_genome_proteins
OG0002663	PRW51133.1	XP_005848778.1
OG0002664	PRW33902.1	XP_005847664.1
OG0002665	PRW51057.1	XP_005849014.1
OG0002666	PRW51072.1	XP_005849001.1
OG0002667	PRW50808.1	XP_005849000.1
OG0002668	PRW51059.1	XP_005848784.1
OG0002669	PRW50755.1	XP_005848981.1
OG0002670	PRW51143.1	XP_005848768.1
OG0002671	PRW57196.1	XP_005846858.1
OG0002672	PRW50876.1	XP_005849006.1
OG0002673	PRW50933.1	XP_005849007.1
OG0002674	PRW51020.1	XP_005848792.1
OG0002675	PRW50748.1	XP_005848771.1
OG0002676	PRW51049.1	XP_005848758.1
OG0002677	PRW50890.1	XP_005848763.1
OG0002678	PRW51031.1	XP_005848976.1
OG0002679	PRW51009.1	XP_005849008.1
OG0002680	PRW50964.1	XP_005848788.1
OG0002681	PRW51107.1	XP_005848760.1
OG0002682	PRW51137.1	XP_005848752.1
OG0002683	PRW50884.1	XP_005848957.1
OG0002684	PRW51154.1	XP_005848749.1
OG0002685	PRW50792.1	XP_005848955.1
OG0002686	PRW51073.1	XP_005845433.1
OG0002687	PRW50842.1	XP_005848954.1
OG0002689	PRW50779.1	XP_005848966.1
OG0002690	PRW50930.1	XP_005848756.1
OG0002691	PRW50893.1	XP_005848750.1
OG0002692	PRW50771.1	XP_005848952.1
OG0002693	PRW51138.1	XP_005848745.1
OG0002694	PRW21069.1	XP_005844793.1
OG0002695	PRW50942.1	XP_005848710.1
OG0002696	PRW57143.1	XP_005846847.1
OG0002697	PRW50908.1	XP_005848707.1
OG0002698	PRW57776.1	XP_005849135.1
OG0002699	PRW51034.1	XP_005848712.1
OG0002701	PRW50958.1	XP_005848921.1
OG0002702	PRW51146.1	XP_005848925.1
OG0002703	PRW50899.1	XP_005848715.1
OG0002705	PRW61514.1	XP_005844171.1
OG0002706	PRW44292.1	XP_005847503.1
OG0002707	PRW44320.1	XP_005847401.1
OG0002708	PRW50989.1	XP_005848716.1
OG0002709	PRW50897.1	XP_005848723.1
OG0002710	PRW50951.1	XP_005848932.1
OG0002711	PRW51077.1	XP_005848931.1
OG0002713	PRW51070.1	XP_005848730.1
OG0002714	PRW51046.1	XP_005848736.1
OG0002715	PRW50881.1	XP_005848737.1
OG0002716	PRW51055.1	XP_005848943.1
OG0002717	PRW50849.1	XP_005848947.1
OG0002718	PRW50996.1	XP_005848735.1
OG0002719	PRW51037.1	XP_005848672.1
OG0002720	PRW50824.1	XP_005848671.1
OG0002722	PRW51051.1	XP_005848872.1
OG0002723	PRW50785.1	XP_005848898.1
OG0002724	PRW50928.1	XP_005848743.1
OG0002725	PRW50959.1	XP_005848687.1
OG0002726	PRW56908.1	XP_005847036.1
OG0002727	PRW51088.1	XP_005848885.1
OG0002728	PRW51181.1	XP_005848679.1
OG0002729	PRW57046.1	XP_005847023.1
OG0002730	PRW51141.1	XP_005848685.1
OG0002731	PRW57410.1	XP_005848035.1
OG0002732	PRW50850.1	XP_005848667.1
OG0002733	PRW45608.1	XP_005846681.1
OG0002734	PRW50921.1	XP_005848682.1
OG0002735	PRW51063.1	XP_005848889.1
OG0002736	PRW51081.1	XP_005848888.1
OG0002737	PRW51083.1	XP_005848681.1
OG0002739	PRW51121.1	XP_005848705.1
OG0002740	PRW44437.1	XP_005847410.1
OG0002741	PRW44335.1	XP_005847399.1
OG0002742	PRW51082.1	XP_005848693.1
OG0002743	PRW45712.1	XP_005845038.1
OG0002744	PRW57282.1	XP_005846848.1
OG0002746	PRW32893.1	XP_005844550.1
OG0002747	PRW50813.1	XP_005848851.1
OG0002748	PRW51007.1	XP_005848643.1
OG0002749	PRW50946.1	XP_005848644.1
OG0002750	PRW51064.1	XP_005848846.1
OG0002751	PRW60399.1	XP_005851833.1
OG0002752	PRW45444.1	XP_005845185.1
OG0002753	PRW56258.1	XP_005850605.1
OG0002754	PRW20680.1	XP_005843936.1
OG0002755	PRW50947.1	XP_005848849.1
OG0002756	PRW50772.1	XP_005848641.1
OG0002758	PRW50848.1	XP_005848590.1
OG0002759	PRW50757.1	XP_005848802.1
OG0002760	PRW57423.1	XP_005846946.1
OG0002761	PRW50883.1	XP_005848848.1
OG0002762	PRW51024.1, PRW51023.1	XP_005848817.1
OG0002763	PRW51028.1	XP_005848600.1
OG0002765	PRW56265.1	XP_005850873.1
OG0002766	PRW56055.1	XP_005850588.1
OG0002767	PRW55967.1	XP_005850587.1
OG0002768	PRW56017.1	XP_005850868.1
OG0002769	PRW55933.1	XP_005850867.1
OG0002771	PRW56161.1	XP_005850581.1
OG0002772	PRW56296.1	XP_005850579.1
OG0002773	PRW56166.1	XP_005850864.1
OG0002774	PRW56329.1	XP_005850578.1
OG0002775	PRW56090.1	XP_005850557.1
OG0002776	PRW56214.1	XP_005850611.1
OG0002777	PRW56229.1	XP_005850890.1
OG0002778	PRW56141.1	XP_005850891.1
OG0002781	PRW55889.1	XP_005850612.1
OG0002782	PRW56014.1	XP_005850894.1
OG0002783	PRW56316.1	XP_005850595.1
OG0002784	PRW56065.1	XP_005850878.1
OG0002785	PRW56195.1	XP_005850875.1
OG0002787	PRW55985.1	XP_005850917.1
OG0002788	PRW61582.1	XP_005844269.1
OG0002789	PRW56106.1	XP_005850633.1
OG0002790	PRW56007.1	XP_005850636.1
OG0002791	PRW56228.1	XP_005850852.1
OG0002792	PRW56180.1	XP_005850560.1
OG0002795	PRW56230.1	XP_005850576.1
OG0002796	PRW55973.1	XP_005850600.1
OG0002797	PRW55892.1	XP_005850882.1
OG0002798	PRW56035.1	XP_005850598.1
OG0002799	PRW56239.1	XP_005850880.1
OG0002800	PRW56043.1	XP_005850884.1
OG0002801	PRW55907.1	XP_005850601.1
OG0002802	PRW56234.1	XP_005850885.1
OG0002803	PRW56294.1	XP_005850602.1
OG0002804	PRW56187.1	XP_005850604.1
OG0002805	PRW55936.1	XP_005850606.1
OG0002806	PRW56147.1	XP_005850547.1
OG0002807	PRW56077.1	XP_005850548.1
OG0002808	PRW56221.1	XP_005850551.1
OG0002809	PRW55977.1	XP_005850839.1
OG0002810	PRW55910.1	XP_005850550.1
OG0002811	PRW56326.1	XP_005850549.1
OG0002812	PRW55901.1	XP_005850836.1
OG0002814	PRW56038.1	XP_005850556.1
OG0002815	PRW56138.1	XP_005850848.1
OG0002816	PRW56270.1	XP_005850683.1
OG0002817	PRW56208.1	XP_005850685.1
OG0002818	PRW55991.1	XP_005850970.1
OG0002819	PRW55886.1	XP_005850913.1
OG0002820	PRW56324.1	XP_005850916.1
OG0002821	PRW18296.1	XP_005850826.1
OG0002822	PRW18349.1	XP_005850531.1
OG0002823	PRW18398.1	XP_005850824.1
OG0002824	PRW18365.1	XP_005850526.1
OG0002826	PRW18289.1	XP_005850821.1
OG0002827	PRW18319.1	XP_005850511.1
OG0002828	PRW18323.1	XP_005850819.1
OG0002829	PRW18347.1	XP_005850522.1
OG0002830	PRW18406.1	XP_005850820.1
OG0002831	PRW18397.1	XP_005850523.1
OG0002832	PRW18291.1	XP_005850514.1
OG0002833	PRW18401.1	XP_005850812.1
OG0002835	PRW18314.1	XP_005850515.1
OG0002836	PRW18386.1	XP_005850814.1
OG0002837	PRW18354.1	XP_005850516.1
OG0002838	PRW18373.1	XP_005850815.1
OG0002839	PRW18292.1	XP_005850817.1
OG0002840	PRW18300.1	XP_005850517.1
OG0002841	PRW18313.1	XP_005850809.1
OG0002842	PRW18317.1	XP_005850806.1
OG0002843	PRW18391.1	XP_005850507.1
OG0002844	PRW18389.1	XP_005850510.1
OG0002845	PRW18298.1	XP_005850508.1
OG0002846	PRW18335.1	XP_005850805.1
OG0002847	PRW18402.1	XP_005850504.1
OG0002848	PRW18318.1	XP_005850797.1
OG0002849	PRW18324.1	XP_005850497.1
OG0002850	PRW18416.1	XP_005850798.1
OG0002851	PRW18388.1	XP_005850501.1
OG0002852	PRW18356.1	XP_005850802.1
OG0002853	PRW18331.1	XP_005850502.1
OG0002854	PRW18351.1	XP_005850803.1
OG0002856	PRW18371.1	XP_005850774.1
OG0002857	PRW18334.1	XP_005850476.1
OG0002858	PRW18322.1	XP_005850778.1
OG0002859	PRW18383.1	XP_005850477.1
OG0002860	PRW18390.1	XP_005850779.1
OG0002861	PRW18302.1	XP_005850478.1
OG0002862	PRW18341.1	XP_005850479.1
OG0002863	PRW18343.1	XP_005850780.1
OG0002864	PRW18311.1	XP_005850482.1
OG0002865	PRW18399.1	XP_005850484.1
OG0002866	PRW18417.1	XP_005846398.1
OG0002867	PRW18361.1	XP_005850784.1
OG0002868	PRW18368.1	XP_005850485.1
OG0002869	PRW18293.1	XP_005846556.1
OG0002870	PRW18360.1	XP_005846397.1
OG0002871	PRW59759.1	XP_005846387.1
OG0002872	PRW51014.1	XP_005848798.1
OG0002873	PRW59684.1	XP_005850487.1
OG0002874	PRW18326.1	XP_005850794.1
OG0002875	PRW18342.1	XP_005850493.1
OG0002876	PRW45742.1	XP_005846649.1
OG0002877	PRW59257.1	XP_005849533.1
OG0002878	PRW20678.1	XP_005843956.1
OG0002879	PRW32967.1	XP_005844461.1
OG0002880	PRW44334.1	XP_005847228.1
OG0002881	PRW59094.1	XP_005849764.1
OG0002882	PRW32501.1	XP_005846607.1
OG0002883	PRW20682.1	XP_005843893.1
OG0002884	PRW60977.1	XP_005844334.1
OG0002885	PRW33323.1	XP_005843229.1
OG0002886	PRW20752.1	XP_005843897.1
OG0002887	PRW20740.1	XP_005843859.1
OG0002888	PRW57963.1	XP_005847579.1
OG0002889	PRW21091.1	XP_005844775.1
OG0002890	PRW20730.1	XP_005843944.1
OG0002891	PRW59434.1	XP_005849905.1
OG0002892	PRW20607.1	XP_005843866.1
OG0002893	PRW45519.1	XP_005845223.1
OG0002894	PRW59753.1	XP_005846404.1
OG0002895	PRW60590.1	XP_005851830.1
OG0002896	PRW45542.1	XP_005846626.1
OG0002897	PRW20672.1	XP_005843951.1
OG0002898	PRW20629.1	XP_005843955.1
OG0002899	PRW20646.1	XP_005843911.1
OG0002900	PRW20700.1	XP_005843870.1
OG0002901	PRW20665.1	XP_005843950.1
OG0002902	PRW44576.1	XP_005847523.1
OG0002903	PRW57946.1	XP_005849365.1
OG0002904	PRW20696.1	XP_005843974.1
OG0002905	PRW58631.1	XP_005851566.1
OG0002907	PRW58232.1	XP_005847930.1
OG0002909	PRW20749.1	XP_005843946.1
OG0002910	PRW20694.1	XP_005843947.1
OG0002912	PRW20892.1	XP_005848198.1
OG0002913	PRW20900.1	XP_005848197.1
OG0002914	PRW61193.1	XP_005844425.1
OG0002915	PRW57116.1	XP_005847944.1
OG0002916	PRW57026.1	XP_005848104.1
OG0002917	PRW20798.1	XP_005848192.1
OG0002918	PRW59528.1	XP_005848280.1
OG0002919	PRW20793.1	XP_005848025.1
OG0002920	PRW45738.1	XP_005845160.1
OG0002921	PRW20803.1	XP_005848021.1
OG0002922	PRW20958.1	XP_005848191.1
OG0002923	PRW20821.1	XP_005848022.1
OG0002924	PRW57448.1	XP_005847942.1
OG0002925	PRW57173.1	XP_005848103.1
OG0002926	PRW56982.1	XP_005847943.1
OG0002927	PRW57506.1	XP_005847946.1
OG0002928	PRW45607.1	XP_005845093.1
OG0002929	PRW20820.1	XP_005848193.1
OG0002930	PRW45613.1	XP_005844322.1
OG0002931	PRW20809.1	XP_005848164.1
OG0002932	PRW57438.1	XP_005847922.1
OG0002933	PRW56938.1	XP_005847927.1
OG0002934	PRW61008.1	XP_005843630.1
OG0002935	PRW57291.1	XP_005848078.1
OG0002937	PRW20842.1	XP_005848135.1
OG0002938	PRW20829.1	XP_005847976.1
OG0002939	PRW56921.1	XP_005848081.1
OG0002940	PRW57528.1	XP_005848085.1
OG0002941	PRW20857.1	XP_005847977.1
OG0002942	PRW20877.1	XP_005847978.1
OG0002943	PRW20910.1	XP_005848141.1
OG0002944	PRW20902.1	XP_005847979.1
OG0002945	PRW20889.1	XP_005848142.1
OG0002946	PRW20883.1	XP_005848113.1
OG0002947	PRW20786.1	XP_005847954.1
OG0002949	PRW20848.1	XP_005848117.1
OG0002950	PRW20884.1	XP_005847964.1
OG0002951	PRW20959.1	XP_005848123.1
OG0002952	PRW20888.1	XP_005847959.1
OG0002953	PRW20824.1	XP_005848120.1
OG0002954	PRW20843.1	XP_005848118.1
OG0002955	PRW20849.1	XP_005847957.1
OG0002956	PRW20907.1	XP_005848116.1
OG0002957	PRW20933.1	XP_005848112.1
OG0002958	PRW57047.1	XP_005847935.1
OG0002959	PRW57032.1	XP_005848093.1
OG0002960	PRW57279.1	XP_005848090.1
OG0002961	PRW57469.1	XP_005847095.1
OG0002962	PRW57092.1	XP_005847929.1
OG0002963	PRW20819.1	XP_005848002.1
OG0002964	PRW20815.1	XP_005848165.1
OG0002965	PRW20804.1	XP_005848004.1
OG0002966	PRW20780.1	XP_005848173.1
OG0002967	PRW20874.1	XP_005848008.1
OG0002968	PRW20450.1	XP_005846127.1
OG0002969	PRW20878.1	XP_005848174.1
OG0002970	PRW57078.1	XP_005848038.1
OG0002971	PRW57302.1	XP_005847889.1
OG0002972	PRW57411.1	XP_005848049.1
OG0002973	PRW56609.1	XP_005850451.1
OG0002974	PRW56691.1	XP_005850196.1
OG0002975	PRW56666.1	XP_005850443.1
OG0002976	PRW56412.1	XP_005850185.1
OG0002977	PRW56826.1	XP_005850441.1
OG0002979	PRW56699.1	XP_005850188.1
OG0002980	PRW56720.1	XP_005850445.1
OG0002981	PRW56557.1	XP_005850444.1
OG0002982	PRW56648.1	XP_005850194.1
OG0002983	PRW56834.1	XP_005850454.1
OG0002984	PRW56604.1	XP_005850199.1
OG0002985	PRW56855.1	XP_005850198.1
OG0002986	PRW56426.1	XP_005850452.1
OG0002987	PRW59378.1	XP_005850456.1
OG0002989	PRW05866.1	XP_005850458.1
OG0002990	PRW05833.1	XP_005850457.1
OG0002991	PRW05818.1	XP_005850463.1
OG0002993	PRW05827.1	XP_005850222.1
OG0002994	PRW05857.1	XP_005850475.1
OG0002995	PRW05839.1	XP_005850209.1
OG0002996	PRW05844.1	XP_005850467.1
OG0002997	PRW45424.1, PRW33608.1	XP_005846810.1
OG0002998	PRW05865.1	XP_005850465.1
OG0002999	PRW05875.1	XP_005850220.1
OG0003000	PRW05813.1	XP_005850219.1
OG0003001	PRW05841.1	XP_005850473.1
OG0003002	PRW05842.1	XP_005850472.1
OG0003003	PRW05816.1	XP_005850216.1
OG0003004	PRW05863.1	XP_005850215.1
OG0003005	PRW56800.1	XP_005850070.1
OG0003006	PRW56721.1	XP_005850068.1
OG0003007	PRW45694.1	XP_005845108.1
OG0003008	PRW45346.1	XP_005845067.1
OG0003009	PRW61385.1	XP_005848910.1
OG0003010	PRW56633.1	XP_005850333.1
OG0003011	PRW56430.1	XP_005850338.1
OG0003012	PRW56686.1	XP_005850329.1
OG0003013	PRW56838.1	XP_005850073.1
OG0003014	PRW56529.1	XP_005850325.1
OG0003015	PRW56755.1	XP_005850109.1
OG0003016	PRW56534.1	XP_005850110.1
OG0003017	PRW56435.1	XP_005850358.1
OG0003018	PRW56523.1	XP_005850352.1
OG0003019	PRW45387.1	XP_005845079.1
OG0003020	PRW56475.1	XP_005850140.1
OG0003021	PRW56663.1	XP_005850392.1
OG0003022	PRW05854.1	XP_005847223.1
OG0003023	PRW56547.1	XP_005850408.1
OG0003024	PRW05873.1	XP_005847220.1
OG0003025	PRW05817.1	XP_005847362.1
OG0003026	PRW05834.1	XP_005850470.1
OG0003027	PRW56407.1	XP_005850320.1
OG0003028	PRW56601.1	XP_005850314.1
OG0003029	PRW56687.1	XP_005850365.1
OG0003030	PRW56626.1	XP_005850379.1
OG0003031	PRW56536.1	XP_005850124.1
OG0003032	PRW56629.1	XP_005850125.1
OG0003033	PRW56570.1	XP_005850368.1
OG0003034	PRW56727.1	XP_005850126.1
OG0003035	PRW56502.1	XP_005850369.1
OG0003036	PRW56886.1	XP_005850128.1
OG0003037	PRW56619.1	XP_005850372.1
OG0003038	PRW56841.1	XP_005850373.1
OG0003039	PRW56404.1	XP_005850359.1
OG0003040	PRW56833.1	XP_005850362.1
OG0003041	PRW56519.1	XP_005850118.1
OG0003042	PRW56556.1	XP_005850117.1
OG0003043	PRW56676.1	XP_005850119.1
OG0003044	PRW56515.1	XP_005850363.1
OG0003045	PRW56786.1	XP_005850377.1
OG0003046	PRW56652.1	XP_005850376.1
OG0003047	PRW56889.1	XP_005850127.1
OG0003048	PRW56790.1	XP_005850375.1
OG0003049	PRW56396.1	XP_005850115.1
OG0003050	PRW56588.1	XP_005850361.1
OG0003051	PRW44465.1	XP_005847385.1
OG0003052	PRW56726.1	XP_005850381.1
OG0003053	PRW56504.1	XP_005850274.1
OG0003054	PRW61261.1	XP_005844254.1
OG0003055	PRW56414.1	XP_005850271.1
OG0003056	PRW56661.1	XP_005850020.1
OG0003057	PRW56494.1	XP_005850024.1
OG0003058	PRW56874.1	XP_005850027.1
OG0003059	PRW56830.1	XP_005850058.1
OG0003060	PRW57305.1	XP_005846943.1
OG0003061	PRW57415.1	XP_005847135.1
OG0003062	PRW57253.1	XP_005846940.1
OG0003063	PRW60557.1	XP_005851687.1
OG0003064	PRW57289.1	XP_005846838.1
OG0003065	PRW57265.1	XP_005847056.1
OG0003066	PRW57521.1	XP_005846880.1
OG0003067	PRW57278.1	XP_005847057.1
OG0003068	PRW57156.1	XP_005847015.1
OG0003069	PRW57117.1	XP_005847017.1
OG0003070	PRW57059.1	XP_005846839.1
OG0003071	PRW57199.1	XP_005847060.1
OG0003072	PRW57537.1	XP_005847061.1
OG0003073	PRW56899.1	XP_005846883.1
OG0003074	PRW57023.1	XP_005847062.1
OG0003075	PRW56987.1	XP_005847066.1
OG0003076	PRW56901.1	XP_005846886.1
OG0003077	PRW57123.1	XP_005847067.1
OG0003078	PRW57365.1	XP_005847068.1
OG0003079	PRW56967.1	XP_005846888.1
OG0003080	PRW56962.1	XP_005847069.1
OG0003081	PRW57443.1	XP_005847073.1
OG0003082	PRW57076.1	XP_005847074.1
OG0003085	PRW57420.1	XP_005846893.1
OG0003086	PRW57366.1	XP_005846890.1
OG0003087	PRW57475.1	XP_005847072.1
OG0003088	PRW57042.1	XP_005846892.1
OG0003089	PRW57233.1	XP_005846985.1
OG0003090	PRW57149.1	XP_005847195.1
OG0003091	PRW57290.1	XP_005846988.1
OG0003092	PRW56943.1	XP_005847127.1
OG0003093	PRW57351.1	XP_005847133.1
OG0003094	PRW57040.1	XP_005847130.1
OG0003095	PRW57502.1	XP_005846936.1
OG0003096	PRW56903.1	XP_005846926.1
OG0003097	PRW57493.1	XP_005847115.1
OG0003098	PRW57497.1	XP_005846927.1
OG0003099	PRW57178.1	XP_005847116.1
OG0003100	PRW57409.1	XP_005846928.1
OG0003101	PRW57352.1	XP_005847117.1
OG0003102	PRW56996.1	XP_005846929.1
OG0003103	PRW57229.1	XP_005847120.1
OG0003104	PRW57369.1	XP_005846930.1
OG0003106	PRW57513.1	XP_005846933.1
OG0003107	PRW57283.1	XP_005846934.1
OG0003108	PRW57370.1	XP_005847124.1, XP_005846925.1
OG0003109	PRW32972.1, PRW32971.1	XP_005850303.1
OG0003110	PRW45575.1	XP_005845211.1
OG0003112	PRW45653.1	XP_005845047.1
OG0003113	PRW45409.1	XP_005845137.1
OG0003114	PRW33311.1	XP_005844948.1
OG0003115	PRW45570.1	XP_005845140.1
OG0003116	PRW45521.1	XP_005845138.1
OG0003117	PRW45560.1	XP_005845239.1
OG0003118	PRW45412.1	XP_005845123.1
OG0003119	PRW61436.1	XP_005844375.1
OG0003120	PRW45588.1	XP_005845126.1
OG0003121	PRW45419.1	XP_005846836.1
OG0003122	PRW45428.1	XP_005846698.1
OG0003123	PRW56896.1	XP_005846855.1
OG0003124	PRW45717.1	XP_005846833.1
OG0003125	PRW45733.1	XP_005846694.1
OG0003126	PRW45544.1	XP_005846832.1
OG0003127	PRW57202.1	XP_005847037.1
OG0003128	PRW59063.1	XP_005844639.1
OG0003129	PRW32478.1, PRW61335.1	XP_005846819.1, XP_005846818.1
OG0003130	PRW58901.1	XP_005849661.1
OG0003132	PRW45557.1	XP_005846825.1
OG0003133	PRW45401.1	XP_005846689.1
OG0003134	PRW45695.1	XP_005846827.1
OG0003135	PRW45646.1	XP_005846673.1
OG0003136	PRW60993.1	XP_005844360.1
OG0003137	PRW45380.1	XP_005845150.1
OG0003138	PRW57263.1	XP_005846866.1
OG0003139	PRW32581.1	XP_005846706.1
OG0003140	PRW45462.1	XP_005845151.1
OG0003141	PRW45621.1	XP_005845046.1
OG0003142	PRW05765.1	XP_005845949.1
OG0003143	PRW05788.1	XP_005846084.1
OG0003144	PRW05779.1	XP_005845952.1
OG0003145	PRW05786.1	XP_005845954.1
OG0003146	PRW05764.1	XP_005845953.1
OG0003147	PRW05766.1	XP_005846083.1
OG0003148	PRW39074.1	XP_005845980.1
OG0003149	PRW39298.1	XP_005846115.1
OG0003150	PRW39109.1	XP_005845990.1
OG0003151	PRW39344.1	XP_005845991.1
OG0003152	PRW39256.1	XP_005845992.1
OG0003153	PRW39241.1	XP_005845994.1
OG0003154	PRW39184.1	XP_005846119.1
OG0003155	PRW39185.1	XP_005846177.1
OG0003156	PRW39220.1	XP_005846047.1
OG0003157	PRW39127.1	XP_005846183.1
OG0003159	PRW05797.1	XP_005845956.1
OG0003160	PRW05808.1	XP_005846089.1
OG0003161	PRW44615.1	XP_005847227.1
OG0003162	PRW57061.1	XP_005847194.1
OG0003163	PRW05754.1	XP_005845937.1
OG0003164	PRW05768.1	XP_005845957.1
OG0003165	PRW39355.1	XP_005846171.1
OG0003166	PRW05767.1	XP_005846090.1
OG0003167	PRW45719.1	XP_005845209.1
OG0003168	PRW05776.1	XP_005845958.1
OG0003169	PRW56711.1	XP_005850449.1
OG0003170	PRW45627.1	XP_005845061.1
OG0003172	PRW05782.1	XP_005845968.1
OG0003173	PRW05784.1	XP_005845973.1
OG0003175	PRW05758.1	XP_005845976.1
OG0003176	PRW39136.1	XP_005846112.1
OG0003177	PRW39342.1	XP_005845989.1
OG0003178	PRW39293.1	XP_005845979.1
OG0003179	PRW39238.1	XP_005845977.1
OG0003180	PRW39176.1	XP_005846106.1
OG0003182	PRW39235.1	XP_005846109.1
OG0003183	PRW39323.1	XP_005846142.1
OG0003184	PRW39212.1	XP_005846019.1
OG0003185	PRW39153.1	XP_005846152.1
OG0003186	PRW39373.1	XP_005846154.1
OG0003187	PRW39218.1	XP_005846014.1
OG0003188	PRW39325.1	XP_005846164.1
OG0003189	PRW39239.1	XP_005845978.1
OG0003190	PRW39174.1	XP_005845983.1
OG0003191	PRW60909.1	XP_005850775.1
OG0003192	PRW39372.1	XP_005846028.1
OG0003193	PRW39058.1	XP_005846160.1
OG0003194	PRW39156.1	XP_005846011.1
OG0003195	PRW39273.1	XP_005846128.1
OG0003196	PRW39320.1	XP_005846130.1
OG0003198	PRW39102.1	XP_005846151.1
OG0003199	PRW57272.1	XP_005846924.1
OG0003200	PRW39233.1	XP_005846145.1
OG0003202	PRW39159.1	XP_005846168.1
OG0003203	PRW60773.1	XP_005852229.1
OG0003204	PRW39096.1	XP_005846170.1
OG0003205	PRW39080.1	XP_005846169.1
OG0003206	PRW39244.1	XP_005846036.1
OG0003207	PRW39116.1	XP_005846167.1
OG0003208	PRW39253.1	XP_005846034.1
OG0003210	PRW39066.1, PRW39065.1	XP_005845003.1
OG0003211	PRW20728.1	XP_005843860.1
OG0003212	PRW39267.1	XP_005846060.1
OG0003214	PRW39352.1	XP_005846063.1
OG0003215	PRW39165.1	XP_005846057.1
OG0003216	PRW39057.1	XP_005846207.1
OG0003217	PRW39221.1	XP_005846193.1
OG0003218	PRW39138.1	XP_005846184.1
OG0003219	PRW39326.1	XP_005846052.1
OG0003220	PRW39396.1	XP_005846053.1
OG0003222	PRW39205.1	XP_005845000.1
OG0003223	PRW39124.1	XP_005846182.1
OG0003224	PRW39306.1	XP_005844905.1
OG0003225	PRW39263.1	XP_005845004.1
OG0003226	PRW39305.1	XP_005846204.1
OG0003227	PRW39382.1	XP_005846064.1
OG0003228	PRW39123.1	XP_005846206.1
OG0003229	PRW39092.1	XP_005844920.1
OG0003230	PRW57694.1	XP_005849173.1
OG0003231	PRW39130.1	XP_005845023.1
OG0003233	PRW39246.1	XP_005846059.1
OG0003234	PRW39188.1	XP_005846200.1
OG0003235	PRW39309.1	XP_005846199.1
OG0003236	PRW39112.1	XP_005846066.1
OG0003237	PRW39225.1	XP_005845013.1
OG0003238	PRW39251.1	XP_005844917.1
OG0003239	PRW39378.1	XP_005845014.1
OG0003240	PRW20998.1	XP_005844655.1
OG0003241	PRW57509.1	XP_005847082.1
OG0003242	PRW61211.1	XP_005843618.1
OG0003243	PRW57383.1	XP_005847029.1
OG0003244	PRW61618.1	XP_005847300.1
OG0003245	PRW44475.1	XP_005847387.1
OG0003246	PRW60984.1	XP_005843636.1
OG0003248	PRW60963.1	XP_005843555.1
OG0003249	PRW58870.1	XP_005849893.1
OG0003251	PRW61264.1	XP_005843620.1
OG0003252	PRW61052.1	XP_005843570.1
OG0003253	PRW61414.1	XP_005843619.1
OG0003254	PRW60958.1	XP_005843567.1
OG0003255	PRW61101.1	XP_005843565.1
OG0003256	PRW61122.1	XP_005846027.1
OG0003257	PRW56659.1	XP_005850317.1
OG0003258	PRW57110.1	XP_005846851.1
OG0003259	PRW61313.1	XP_005843623.1
OG0003260	PRW61001.1	XP_005843577.1
OG0003261	PRW61011.1	XP_005843625.1
OG0003262	PRW44584.1	XP_005847383.1
OG0003263	PRW61157.1	XP_005843575.1
OG0003264	PRW61073.1	XP_005843611.1
OG0003265	PRW44368.1	XP_005847379.1
OG0003266	PRW44323.1	XP_005847233.1
OG0003267	PRW44594.1	XP_005847376.1
OG0003268	PRW44450.1	XP_005847375.1
OG0003269	PRW44423.1	XP_005847232.1
OG0003270	PRW44303.1	XP_005847372.1
OG0003271	PRW44555.1	XP_005847231.1
OG0003272	PRW44267.1	XP_005847366.1
OG0003273	PRW44545.1	XP_005847368.1
OG0003274	PRW44460.1	XP_005847230.1
OG0003275	PRW44429.1	XP_005847367.1
OG0003276	PRW05810.1	XP_005847364.1
OG0003277	PRW05831.1	XP_005847222.1
OG0003278	PRW56470.1	XP_005850431.1
OG0003279	PRW56513.1	XP_005850179.1
OG0003280	PRW56563.1	XP_005850432.1
OG0003281	PRW56656.1	XP_005850426.1
OG0003282	PRW56595.1	XP_005850411.1
OG0003283	PRW56544.1	XP_005850387.1
OG0003284	PRW56747.1	XP_005850141.1
OG0003285	PRW56441.1	XP_005850396.1
OG0003286	PRW56428.1	XP_005850155.1
OG0003287	PRW56612.1	XP_005850413.1
OG0003288	PRW56847.1	XP_005850163.1
OG0003289	PRW56410.1	XP_005850162.1
OG0003290	PRW56630.1	XP_005850415.1
OG0003291	PRW56403.1	XP_005850417.1
OG0003292	PRW56845.1	XP_005850421.1
OG0003293	PRW56657.1	XP_005850171.1
OG0003294	PRW56671.1	XP_005850419.1
OG0003296	PRW56197.1	XP_005850565.1
OG0003297	PRW33760.1	XP_005847840.1
OG0003298	PRW56452.1	XP_005850339.1
OG0003299	PRW61097.1	XP_005843557.1
OG0003300	PRW56128.1	XP_005850857.1
OG0003301	PRW56204.1	XP_005850850.1
OG0003302	PRW56135.1	XP_005850558.1
OG0003303	PRW56344.1	XP_005850851.1
OG0003304	PRW55902.1	XP_005850638.1
OG0003305	PRW56178.1	XP_005850635.1
OG0003306	PRW55975.1	XP_005850646.1
OG0003307	PRW56176.1	XP_005850975.1
OG0003308	PRW56257.1	XP_005850935.1
OG0003309	PRW33510.1	XP_005850934.1
OG0003310	PRW56129.1	XP_005850654.1
OG0003311	PRW56312.1	XP_005850652.1
